Metric	SampleA	SampleB	HabitatA	HabitatB	PairType	Distance
Unweighted UniFrac	TS28	TS29	Human-associated	Human-associated	Within habitat	0.5294042822637971
Unweighted UniFrac	CL3	Even1	Soil	Mock	Between habitats	0.802867331704809
Unweighted UniFrac	CC1	Even1	Soil	Mock	Between habitats	0.8214151995660836
Unweighted UniFrac	SV1	Even1	Soil	Mock	Between habitats	0.8039817638927595
Unweighted UniFrac	M31Fcsw	Even1	Human-associated	Mock	Between habitats	0.720565615278928
Unweighted UniFrac	M11Fcsw	Even1	Human-associated	Mock	Between habitats	0.7686384587117283
Unweighted UniFrac	M31Plmr	Even1	Human-associated	Mock	Between habitats	0.7813919074834874
Unweighted UniFrac	M11Plmr	Even1	Human-associated	Mock	Between habitats	0.7754750017990937
Unweighted UniFrac	F21Plmr	Even1	Human-associated	Mock	Between habitats	0.7702904904828298
Unweighted UniFrac	M31Tong	Even1	Human-associated	Mock	Between habitats	0.7244635345208803
Unweighted UniFrac	M11Tong	Even1	Human-associated	Mock	Between habitats	0.7085013072548803
Unweighted UniFrac	LMEpi24M	Even1	Freshwater	Mock	Between habitats	0.7429894230876511
Unweighted UniFrac	SLEpi20M	Even1	Freshwater	Mock	Between habitats	0.7548042007520421
Unweighted UniFrac	AQC1cm	Even1	Freshwater	Mock	Between habitats	0.7542707270435539
Unweighted UniFrac	AQC4cm	Even1	Freshwater	Mock	Between habitats	0.7841798228229099
Unweighted UniFrac	AQC7cm	Even1	Freshwater	Mock	Between habitats	0.7924176606202807
Unweighted UniFrac	NP2	Even1	Marine/estuarine	Mock	Between habitats	0.7630273764348835
Unweighted UniFrac	NP3	Even1	Marine/estuarine	Mock	Between habitats	0.7830000744663098
Unweighted UniFrac	NP5	Even1	Marine/estuarine	Mock	Between habitats	0.7744667251499795
Unweighted UniFrac	TRRsed1	Even1	Marine/estuarine	Mock	Between habitats	0.7768095234020019
Unweighted UniFrac	TRRsed2	Even1	Marine/estuarine	Mock	Between habitats	0.7972968511703863
Unweighted UniFrac	TRRsed3	Even1	Marine/estuarine	Mock	Between habitats	0.7548364313009118
Unweighted UniFrac	TS28	Even1	Human-associated	Mock	Between habitats	0.681367175238194
Unweighted UniFrac	TS29	Even1	Human-associated	Mock	Between habitats	0.6905513188866371
Unweighted UniFrac	CL3	Even2	Soil	Mock	Between habitats	0.8191287646120492
Unweighted UniFrac	CC1	Even2	Soil	Mock	Between habitats	0.8332938208211151
Unweighted UniFrac	SV1	Even2	Soil	Mock	Between habitats	0.8084846574897722
Unweighted UniFrac	M31Fcsw	Even2	Human-associated	Mock	Between habitats	0.7372760602160836
Unweighted UniFrac	M11Fcsw	Even2	Human-associated	Mock	Between habitats	0.7628146080854796
Unweighted UniFrac	M31Plmr	Even2	Human-associated	Mock	Between habitats	0.7746132309205273
Unweighted UniFrac	M11Plmr	Even2	Human-associated	Mock	Between habitats	0.791735257369182
Unweighted UniFrac	F21Plmr	Even2	Human-associated	Mock	Between habitats	0.7849248081941856
Unweighted UniFrac	M31Tong	Even2	Human-associated	Mock	Between habitats	0.7308223921724653
Unweighted UniFrac	M11Tong	Even2	Human-associated	Mock	Between habitats	0.7477448368253662
Unweighted UniFrac	LMEpi24M	Even2	Freshwater	Mock	Between habitats	0.7578885669096621
Unweighted UniFrac	SLEpi20M	Even2	Freshwater	Mock	Between habitats	0.779721147350298
Unweighted UniFrac	AQC1cm	Even2	Freshwater	Mock	Between habitats	0.7873753491461158
Unweighted UniFrac	AQC4cm	Even2	Freshwater	Mock	Between habitats	0.8173291171805189
Unweighted UniFrac	AQC7cm	Even2	Freshwater	Mock	Between habitats	0.8290371520156287
Unweighted UniFrac	NP2	Even2	Marine/estuarine	Mock	Between habitats	0.7986417754765474
Unweighted UniFrac	NP3	Even2	Marine/estuarine	Mock	Between habitats	0.8036445992310447
Unweighted UniFrac	NP5	Even2	Marine/estuarine	Mock	Between habitats	0.7897058646867545
Unweighted UniFrac	TRRsed1	Even2	Marine/estuarine	Mock	Between habitats	0.8131370811828446
Unweighted UniFrac	TRRsed2	Even2	Marine/estuarine	Mock	Between habitats	0.8338097986311896
Unweighted UniFrac	TRRsed3	Even2	Marine/estuarine	Mock	Between habitats	0.799482050351545
Unweighted UniFrac	TS28	Even2	Human-associated	Mock	Between habitats	0.6967549680322933
Unweighted UniFrac	TS29	Even2	Human-associated	Mock	Between habitats	0.6929381119406075
Unweighted UniFrac	Even1	Even2	Mock	Mock	Within habitat	0.5439159047608746
Unweighted UniFrac	CL3	Even3	Soil	Mock	Between habitats	0.8473290173025576
Unweighted UniFrac	CC1	Even3	Soil	Mock	Between habitats	0.8584509656297086
Unweighted UniFrac	SV1	Even3	Soil	Mock	Between habitats	0.8219324121066915
Unweighted UniFrac	M31Fcsw	Even3	Human-associated	Mock	Between habitats	0.7379605583348087
Unweighted UniFrac	M11Fcsw	Even3	Human-associated	Mock	Between habitats	0.762014068724633
Unweighted UniFrac	M31Plmr	Even3	Human-associated	Mock	Between habitats	0.7747153124621919
Unweighted UniFrac	M11Plmr	Even3	Human-associated	Mock	Between habitats	0.800130995219548
Unweighted UniFrac	F21Plmr	Even3	Human-associated	Mock	Between habitats	0.7857834095259519
Unweighted UniFrac	M31Tong	Even3	Human-associated	Mock	Between habitats	0.7108249435607273
Unweighted UniFrac	M11Tong	Even3	Human-associated	Mock	Between habitats	0.7593743910455182
Unweighted UniFrac	LMEpi24M	Even3	Freshwater	Mock	Between habitats	0.7672795790510316
Unweighted UniFrac	SLEpi20M	Even3	Freshwater	Mock	Between habitats	0.7784208551345706
Unweighted UniFrac	AQC1cm	Even3	Freshwater	Mock	Between habitats	0.8160962288690767
Unweighted UniFrac	AQC4cm	Even3	Freshwater	Mock	Between habitats	0.8443305023888844
Unweighted UniFrac	AQC7cm	Even3	Freshwater	Mock	Between habitats	0.8530398950800951
Unweighted UniFrac	NP2	Even3	Marine/estuarine	Mock	Between habitats	0.8006513108496135
Unweighted UniFrac	NP3	Even3	Marine/estuarine	Mock	Between habitats	0.7918591713036224
Unweighted UniFrac	NP5	Even3	Marine/estuarine	Mock	Between habitats	0.7882161909841735
Unweighted UniFrac	TRRsed1	Even3	Marine/estuarine	Mock	Between habitats	0.8129297213768314
Unweighted UniFrac	TRRsed2	Even3	Marine/estuarine	Mock	Between habitats	0.8421377961196487
Unweighted UniFrac	TRRsed3	Even3	Marine/estuarine	Mock	Between habitats	0.8107239636069611
Unweighted UniFrac	TS28	Even3	Human-associated	Mock	Between habitats	0.6957974024263613
Unweighted UniFrac	TS29	Even3	Human-associated	Mock	Between habitats	0.6865386668635083
Unweighted UniFrac	Even1	Even3	Mock	Mock	Within habitat	0.5671865962677091
Unweighted UniFrac	Even2	Even3	Mock	Mock	Within habitat	0.5453486661018355
Weighted UniFrac	CL3	CC1	Soil	Soil	Within habitat	0.17303697339206708
Weighted UniFrac	CL3	SV1	Soil	Soil	Within habitat	0.28072432538322734
Weighted UniFrac	CC1	SV1	Soil	Soil	Within habitat	0.2485235443895974
Weighted UniFrac	CL3	M31Fcsw	Soil	Human-associated	Between habitats	0.5762148666469528
Weighted UniFrac	CC1	M31Fcsw	Soil	Human-associated	Between habitats	0.5787180300193907
Weighted UniFrac	SV1	M31Fcsw	Soil	Human-associated	Between habitats	0.570533913908156
Weighted UniFrac	CL3	M11Fcsw	Soil	Human-associated	Between habitats	0.5611012936336406
Weighted UniFrac	CC1	M11Fcsw	Soil	Human-associated	Between habitats	0.5632557396854843
Weighted UniFrac	SV1	M11Fcsw	Soil	Human-associated	Between habitats	0.5516012362033601
Weighted UniFrac	M31Fcsw	M11Fcsw	Human-associated	Human-associated	Within habitat	0.19116317332912813
Weighted UniFrac	CL3	M31Plmr	Soil	Human-associated	Between habitats	0.44992737903921115
Weighted UniFrac	CC1	M31Plmr	Soil	Human-associated	Between habitats	0.4504635840865455
Weighted UniFrac	SV1	M31Plmr	Soil	Human-associated	Between habitats	0.4619376167780408
Weighted UniFrac	M31Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	0.5247230059483259
Weighted UniFrac	M11Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	0.5482876319626697
Weighted UniFrac	CL3	M11Plmr	Soil	Human-associated	Between habitats	0.38412819449555957
Weighted UniFrac	CC1	M11Plmr	Soil	Human-associated	Between habitats	0.3790636931243346
Weighted UniFrac	SV1	M11Plmr	Soil	Human-associated	Between habitats	0.38661321611934507
Weighted UniFrac	M31Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	0.565908343302133
Weighted UniFrac	M11Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	0.5441107896380925
Weighted UniFrac	M31Plmr	M11Plmr	Human-associated	Human-associated	Within habitat	0.3352721503491996
Weighted UniFrac	CL3	F21Plmr	Soil	Human-associated	Between habitats	0.43051324463179097
Weighted UniFrac	CC1	F21Plmr	Soil	Human-associated	Between habitats	0.4306681802729834
Weighted UniFrac	SV1	F21Plmr	Soil	Human-associated	Between habitats	0.41655039045976766
Weighted UniFrac	M31Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	0.5145625309995789
Weighted UniFrac	M11Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	0.5149277231513983
Weighted UniFrac	M31Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	0.14861518052401954
Weighted UniFrac	M11Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	0.2909219990467039
Weighted UniFrac	CL3	M31Tong	Soil	Human-associated	Between habitats	0.45598898117946823
Weighted UniFrac	CC1	M31Tong	Soil	Human-associated	Between habitats	0.45770204011674076
Weighted UniFrac	SV1	M31Tong	Soil	Human-associated	Between habitats	0.47448979205018166
Weighted UniFrac	M31Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	0.5567453869711932
Weighted UniFrac	M11Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	0.5411151078547989
Weighted UniFrac	M31Plmr	M31Tong	Human-associated	Human-associated	Within habitat	0.31470477942384784
Weighted UniFrac	M11Plmr	M31Tong	Human-associated	Human-associated	Within habitat	0.3428311804215355
Weighted UniFrac	F21Plmr	M31Tong	Human-associated	Human-associated	Within habitat	0.29905547225875573
Weighted UniFrac	CL3	M11Tong	Soil	Human-associated	Between habitats	0.4484952194106795
Weighted UniFrac	CC1	M11Tong	Soil	Human-associated	Between habitats	0.44890596853619036
Weighted UniFrac	SV1	M11Tong	Soil	Human-associated	Between habitats	0.43776541763723303
Weighted UniFrac	M31Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	0.502219940364762
Weighted UniFrac	M11Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	0.49721407253610367
Weighted UniFrac	M31Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.25318544567194917
Weighted UniFrac	M11Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.3673293099899921
Weighted UniFrac	F21Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.2046919138208725
Weighted UniFrac	M31Tong	M11Tong	Human-associated	Human-associated	Within habitat	0.27088394683286593
Weighted UniFrac	CL3	LMEpi24M	Soil	Freshwater	Between habitats	0.4172634109296686
Weighted UniFrac	CC1	LMEpi24M	Soil	Freshwater	Between habitats	0.40270548097316317
Weighted UniFrac	SV1	LMEpi24M	Soil	Freshwater	Between habitats	0.40357337107656027
Weighted UniFrac	M31Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	0.5812272533843769
Weighted UniFrac	M11Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	0.5494112582346896
Weighted UniFrac	M31Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	0.4517051187430465
Weighted UniFrac	M11Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	0.36391337249591377
Weighted UniFrac	F21Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	0.4101713585601477
Weighted UniFrac	M31Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	0.45209283024435737
Weighted UniFrac	M11Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	0.36970924381607084
Weighted UniFrac	CL3	SLEpi20M	Soil	Freshwater	Between habitats	0.38099218658783107
Weighted UniFrac	CC1	SLEpi20M	Soil	Freshwater	Between habitats	0.36493554925595
Weighted UniFrac	SV1	SLEpi20M	Soil	Freshwater	Between habitats	0.3557935991904389
Weighted UniFrac	M31Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	0.5574609677962533
Weighted UniFrac	M11Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	0.5291643565895446
Weighted UniFrac	M31Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	0.4322452371000492
Weighted UniFrac	M11Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	0.3414249284029162
Weighted UniFrac	F21Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	0.3763026416624451
Weighted UniFrac	M31Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	0.4342686184922567
Weighted UniFrac	M11Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	0.38157997786511366
Weighted UniFrac	LMEpi24M	SLEpi20M	Freshwater	Freshwater	Within habitat	0.2828516012803044
Weighted UniFrac	CL3	AQC1cm	Soil	Freshwater	Between habitats	0.4282821053020261
Weighted UniFrac	CC1	AQC1cm	Soil	Freshwater	Between habitats	0.4198756837587725
Weighted UniFrac	SV1	AQC1cm	Soil	Freshwater	Between habitats	0.44085745893093836
Weighted UniFrac	M31Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	0.6117177664100734
Weighted UniFrac	M11Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	0.5797688993439127
Weighted UniFrac	M31Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	0.5106084806100165
Weighted UniFrac	M11Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	0.41782530232682796
Weighted UniFrac	F21Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	0.48055364893483105
Weighted UniFrac	M31Tong	AQC1cm	Human-associated	Freshwater	Between habitats	0.5005762918742187
Weighted UniFrac	M11Tong	AQC1cm	Human-associated	Freshwater	Between habitats	0.4657808935363595
Weighted UniFrac	LMEpi24M	AQC1cm	Freshwater	Freshwater	Within habitat	0.3222494411199345
Weighted UniFrac	SLEpi20M	AQC1cm	Freshwater	Freshwater	Within habitat	0.41665342294513336
Weighted UniFrac	CL3	AQC4cm	Soil	Freshwater	Between habitats	0.4546523579531622
Weighted UniFrac	CC1	AQC4cm	Soil	Freshwater	Between habitats	0.4479820392350976
Weighted UniFrac	SV1	AQC4cm	Soil	Freshwater	Between habitats	0.4611591481609058
Weighted UniFrac	M31Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	0.6124574770322659
Weighted UniFrac	M11Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	0.5800939719338035
Weighted UniFrac	M31Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	0.5134029488119599
Weighted UniFrac	M11Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	0.43216794152170684
Weighted UniFrac	F21Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	0.48493439271136946
Weighted UniFrac	M31Tong	AQC4cm	Human-associated	Freshwater	Between habitats	0.5015472101733295
Weighted UniFrac	M11Tong	AQC4cm	Human-associated	Freshwater	Between habitats	0.4725295845989572
Weighted UniFrac	LMEpi24M	AQC4cm	Freshwater	Freshwater	Within habitat	0.33433056337481915
Weighted UniFrac	SLEpi20M	AQC4cm	Freshwater	Freshwater	Within habitat	0.4274842325185825
Weighted UniFrac	AQC1cm	AQC4cm	Freshwater	Freshwater	Within habitat	0.05584201107758505
Weighted UniFrac	CL3	AQC7cm	Soil	Freshwater	Between habitats	0.4240778102931623
Weighted UniFrac	CC1	AQC7cm	Soil	Freshwater	Between habitats	0.41564509270760236
Weighted UniFrac	SV1	AQC7cm	Soil	Freshwater	Between habitats	0.4343192657697075
Weighted UniFrac	M31Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	0.6021932111066898
Weighted UniFrac	M11Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	0.5696753662632543
Weighted UniFrac	M31Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	0.49039062102376896
Weighted UniFrac	M11Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	0.4139674232030556
Weighted UniFrac	F21Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	0.4605228558347422
Weighted UniFrac	M31Tong	AQC7cm	Human-associated	Freshwater	Between habitats	0.48031529444322507
Weighted UniFrac	M11Tong	AQC7cm	Human-associated	Freshwater	Between habitats	0.44853857000885516
Weighted UniFrac	LMEpi24M	AQC7cm	Freshwater	Freshwater	Within habitat	0.31092465270314046
Weighted UniFrac	SLEpi20M	AQC7cm	Freshwater	Freshwater	Within habitat	0.4014557672736083
Weighted UniFrac	AQC1cm	AQC7cm	Freshwater	Freshwater	Within habitat	0.08886718965596106
Weighted UniFrac	AQC4cm	AQC7cm	Freshwater	Freshwater	Within habitat	0.06482308132016075
Weighted UniFrac	CL3	NP2	Soil	Marine/estuarine	Between habitats	0.3967724749597558
Weighted UniFrac	CC1	NP2	Soil	Marine/estuarine	Between habitats	0.40139014363916353
Weighted UniFrac	SV1	NP2	Soil	Marine/estuarine	Between habitats	0.38584241191747626
Weighted UniFrac	M31Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	0.5589804349357106
Weighted UniFrac	M11Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	0.5284690110597412
Weighted UniFrac	M31Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	0.4686215691265232
Weighted UniFrac	M11Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	0.3840359300482911
Weighted UniFrac	F21Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	0.4070536840927254
Weighted UniFrac	M31Tong	NP2	Human-associated	Marine/estuarine	Between habitats	0.444284564419359
Weighted UniFrac	M11Tong	NP2	Human-associated	Marine/estuarine	Between habitats	0.4003652038316098
Weighted UniFrac	LMEpi24M	NP2	Freshwater	Marine/estuarine	Between habitats	0.35635632233728426
Weighted UniFrac	SLEpi20M	NP2	Freshwater	Marine/estuarine	Between habitats	0.3530451414846265
Weighted UniFrac	AQC1cm	NP2	Freshwater	Marine/estuarine	Between habitats	0.3904070809101622
Weighted UniFrac	AQC4cm	NP2	Freshwater	Marine/estuarine	Between habitats	0.40885748065630817
Weighted UniFrac	AQC7cm	NP2	Freshwater	Marine/estuarine	Between habitats	0.38679168007962056
Weighted UniFrac	CL3	NP3	Soil	Marine/estuarine	Between habitats	0.45725085685752104
Weighted UniFrac	CC1	NP3	Soil	Marine/estuarine	Between habitats	0.4564694214717805
Weighted UniFrac	SV1	NP3	Soil	Marine/estuarine	Between habitats	0.42029612883608103
Weighted UniFrac	M31Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	0.441296660752864
Weighted UniFrac	M11Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	0.4224419330653415
Weighted UniFrac	M31Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	0.5091634908550102
Weighted UniFrac	M11Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	0.44754889619826593
Weighted UniFrac	F21Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	0.4531637196502438
Weighted UniFrac	M31Tong	NP3	Human-associated	Marine/estuarine	Between habitats	0.5022809112229393
Weighted UniFrac	M11Tong	NP3	Human-associated	Marine/estuarine	Between habitats	0.4666353779388882
Weighted UniFrac	LMEpi24M	NP3	Freshwater	Marine/estuarine	Between habitats	0.46091973329173125
Weighted UniFrac	SLEpi20M	NP3	Freshwater	Marine/estuarine	Between habitats	0.42077730386167306
Weighted UniFrac	AQC1cm	NP3	Freshwater	Marine/estuarine	Between habitats	0.4935147611754472
Weighted UniFrac	AQC4cm	NP3	Freshwater	Marine/estuarine	Between habitats	0.492319983516149
Weighted UniFrac	AQC7cm	NP3	Freshwater	Marine/estuarine	Between habitats	0.47061761429442217
Weighted UniFrac	NP2	NP3	Marine/estuarine	Marine/estuarine	Within habitat	0.2865174898585673
Weighted UniFrac	CL3	NP5	Soil	Marine/estuarine	Between habitats	0.43690294564351245
Weighted UniFrac	CC1	NP5	Soil	Marine/estuarine	Between habitats	0.4361846679931953
Weighted UniFrac	SV1	NP5	Soil	Marine/estuarine	Between habitats	0.4094108558081095
Weighted UniFrac	M31Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	0.5384247715871429
Weighted UniFrac	M11Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	0.5104957397781651
Weighted UniFrac	M31Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	0.47298092529733704
Weighted UniFrac	M11Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	0.3967802714577691
Weighted UniFrac	F21Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	0.41151363879411806
Weighted UniFrac	M31Tong	NP5	Human-associated	Marine/estuarine	Between habitats	0.4638733962378181
Weighted UniFrac	M11Tong	NP5	Human-associated	Marine/estuarine	Between habitats	0.4102348940346759
Weighted UniFrac	LMEpi24M	NP5	Freshwater	Marine/estuarine	Between habitats	0.364312772375612
Weighted UniFrac	SLEpi20M	NP5	Freshwater	Marine/estuarine	Between habitats	0.36813497971625025
Weighted UniFrac	AQC1cm	NP5	Freshwater	Marine/estuarine	Between habitats	0.3787909939790898
Weighted UniFrac	AQC4cm	NP5	Freshwater	Marine/estuarine	Between habitats	0.3787965307248473
Weighted UniFrac	AQC7cm	NP5	Freshwater	Marine/estuarine	Between habitats	0.355301295106003
Weighted UniFrac	NP2	NP5	Marine/estuarine	Marine/estuarine	Within habitat	0.18283457199950434
Weighted UniFrac	NP3	NP5	Marine/estuarine	Marine/estuarine	Within habitat	0.2699960195036825
Weighted UniFrac	CL3	TRRsed1	Soil	Marine/estuarine	Between habitats	0.36025074833900117
Weighted UniFrac	CC1	TRRsed1	Soil	Marine/estuarine	Between habitats	0.3663952267222931
Weighted UniFrac	SV1	TRRsed1	Soil	Marine/estuarine	Between habitats	0.36423433251550275
Weighted UniFrac	M31Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.5527107569100188
Weighted UniFrac	M11Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.5337789480349244
Weighted UniFrac	M31Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.42263201203041667
Weighted UniFrac	M11Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.33117296820425807
Weighted UniFrac	F21Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.38501592488227065
Weighted UniFrac	M31Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.3875852893584757
Weighted UniFrac	M11Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.3989041859115794
Weighted UniFrac	LMEpi24M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.39794234547966495
Weighted UniFrac	SLEpi20M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.3642554252736304
Weighted UniFrac	AQC1cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.4001982645055557
Weighted UniFrac	AQC4cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.40883559015258913
Weighted UniFrac	AQC7cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.3745869917423552
Weighted UniFrac	NP2	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	0.32228831780256473
Weighted UniFrac	NP3	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	0.3875891746542516
Weighted UniFrac	NP5	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	0.3519613731494666
Weighted UniFrac	CL3	TRRsed2	Soil	Marine/estuarine	Between habitats	0.38705943504568396
Weighted UniFrac	CC1	TRRsed2	Soil	Marine/estuarine	Between habitats	0.3947126714055007
Weighted UniFrac	SV1	TRRsed2	Soil	Marine/estuarine	Between habitats	0.40285117594048786
Weighted UniFrac	M31Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.5896925704886052
Weighted UniFrac	M11Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.5651162821679937
Weighted UniFrac	M31Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.45798876281418627
Weighted UniFrac	M11Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.3078777824215701
Weighted UniFrac	F21Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.4235530123913302
Weighted UniFrac	M31Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.40993135110602835
Weighted UniFrac	M11Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.4523977959886384
Weighted UniFrac	LMEpi24M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.4161550843337895
Weighted UniFrac	SLEpi20M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.39430217577349036
Weighted UniFrac	AQC1cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.4116005499406336
Weighted UniFrac	AQC4cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.40509237394839537
Weighted UniFrac	AQC7cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.38654104092063263
Weighted UniFrac	NP2	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.368512947894269
Weighted UniFrac	NP3	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.42741681063035614
Weighted UniFrac	NP5	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.3917877994688388
Weighted UniFrac	TRRsed1	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.174674736838739
Weighted UniFrac	CL3	TRRsed3	Soil	Marine/estuarine	Between habitats	0.38685276148562925
Weighted UniFrac	CC1	TRRsed3	Soil	Marine/estuarine	Between habitats	0.39508725709726494
Weighted UniFrac	SV1	TRRsed3	Soil	Marine/estuarine	Between habitats	0.3770163174372135
Weighted UniFrac	M31Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.5608771135437335
Weighted UniFrac	M11Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.5463464909748403
Weighted UniFrac	M31Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.4523670359103906
Weighted UniFrac	M11Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.35333790853062425
Weighted UniFrac	F21Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.4311663469177908
Weighted UniFrac	M31Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.4174123633269089
Weighted UniFrac	M11Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.44819773019809445
Weighted UniFrac	LMEpi24M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.4436250860860204
Weighted UniFrac	SLEpi20M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.41949956292550633
Weighted UniFrac	AQC1cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.44047220348735633
Weighted UniFrac	AQC4cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.43752869531094185
Weighted UniFrac	AQC7cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.40976721208831723
Weighted UniFrac	NP2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.3986390278217912
Weighted UniFrac	NP3	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.44715480119444223
Weighted UniFrac	NP5	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.4178708623273399
Weighted UniFrac	TRRsed1	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.18318074636560944
