FeatureID	Phylum	Class	Order	Family	Genus	LineageKey	CompleteDepth	EqualSampleMean
OTU_14307	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	8.651491949786741e-7
OTU_12443	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Candidatus Halobonum	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Candidatus Halobonum	5	1.2385117447184854e-5
OTU_14321	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	8.17474331305997e-7
OTU_14241	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	1.1856218073374526e-6
OTU_11702	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	1.3383874437029385e-6
OTU_3709	Armatimonadetes	Unknown class	Unknown order	Unknown family	Unknown genus	Armatimonadetes > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.7080413766276644e-5
OTU_8696	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	2.968270660119194e-6
OTU_14290	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unknown genus	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Unknown genus	4	3.0687232659041144e-6
OTU_4283	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea	5	3.2464060432585284e-6
OTU_7439	Planctomycetes	BD7-11	Unknown order	Unknown family	Unknown genus	Planctomycetes > BD7-11 > Unknown order > Unknown family > Unknown genus	2	2.6898901114067132e-5
OTU_11692	Candidate division OP3	Unknown class	Unknown order	Unknown family	Unknown genus	Candidate division OP3 > Unknown class > Unknown order > Unknown family > Unknown genus	1	3.244422636593077e-6
OTU_7904	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unknown genus	Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus	4	6.4935386843540215e-6
OTU_13151	Proteobacteria	Alphaproteobacteria	Rhodospirillales	KCM-B-15	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhodospirillales > KCM-B-15 > Unknown genus	4	2.2875626848477216e-5
OTU_6425	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	1.602978637299742e-6
OTU_5685	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	5.931052810340692e-6
OTU_13442	Cyanobacteria	Cyanobacteria	Unknown order	Unknown family	Unknown genus	Cyanobacteria > Cyanobacteria > Unknown order > Unknown family > Unknown genus	2	1.9722697177216347e-6
OTU_10020	Chloroflexi	JG30-KF-CM66	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG30-KF-CM66 > Unknown order > Unknown family > Unknown genus	2	1.2322688962694065e-5
OTU_14239	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Proteobacteria > Deltaproteobacteria > Myxococcales > Sandaracinaceae > Sandaracinus	5	4.1515136418738267e-7
OTU_2169	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unknown genus	Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Unknown genus	4	1.5964665053525558e-5
OTU_3362	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Nitrospira	5	1.0783236652852413e-5
OTU_6654	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Dactylosporangium	5	9.854644000985465e-7
OTU_3352	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	WCHB1-69	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > WCHB1-69 > Unknown genus	4	1.5116505897113479e-4
OTU_11775	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Verrucomicrobia > Spartobacteria > Chthoniobacterales > Chthoniobacteraceae > Chthoniobacter	5	1.9831965556390393e-5
OTU_13298	Planctomycetes	Phycisphaerae	Phycisphaerales	08D2Z94 hypersaline microbial mat group	Unknown genus	Planctomycetes > Phycisphaerae > Phycisphaerales > 08D2Z94 hypersaline microbial mat group > Unknown genus	4	1.6385923396188407e-5
OTU_12922	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	9.583501044601613e-7
OTU_4992	Acidobacteria	Acidobacteria	Subgroup 3	Unknown family	Bryobacter	Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Bryobacter	3	1.7013109815437943e-5
OTU_7464	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methylobacter	5	2.9822459544245807e-5
OTU_6915	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	1.2082797876360584e-6
OTU_4798	Actinobacteria	MB-A2-108	Unknown order	Unknown family	Unknown genus	Actinobacteria > MB-A2-108 > Unknown order > Unknown family > Unknown genus	2	1.5517009024344278e-5
OTU_7185	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Unknown genus	Chloroflexi > Caldilineae > Caldilineales > Caldilineaceae > Unknown genus	4	1.577851838380072e-5
OTU_6368	Planctomycetes	Phycisphaerae	Phycisphaerales	SBYZ-984	Unknown genus	Planctomycetes > Phycisphaerae > Phycisphaerales > SBYZ-984 > Unknown genus	4	1.7094434057280675e-6
OTU_7271	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	1.327111453165453e-6
OTU_11277	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	6.089504265108358e-6
OTU_12707	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	2.52773651055346e-6
OTU_14298	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	Unknown genus	Proteobacteria > Deltaproteobacteria > Myxococcales > mle1-27 > Unknown genus	4	6.683777136135173e-7
OTU_14318	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Unknown genus	4	1.9079314054803683e-5
OTU_3890	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	1921-2	Unknown genus	Chloroflexi > Ktedonobacteria > Thermogemmatisporales > 1921-2 > Unknown genus	4	1.0227386458652195e-5
OTU_11519	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Unknown genus	Actinobacteria > Actinobacteria > Corynebacteriales > Mycobacteriaceae > Unknown genus	4	2.987194282289417e-6
OTU_12474	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halohasta	Euryarchaeota > Halobacteria > Halobacteriales > Halobacteriaceae > Halohasta	5	3.0713951741588394e-6
OTU_10882	Actinobacteria	Thermoleophilia	Solirubrobacterales	480-2	Unknown genus	Actinobacteria > Thermoleophilia > Solirubrobacterales > 480-2 > Unknown genus	4	3.9736246530158725e-6
OTU_12904	Hydrogenedentes	Unknown class	Unknown order	Unknown family	Unknown genus	Hydrogenedentes > Unknown class > Unknown order > Unknown family > Unknown genus	1	8.845017601585027e-7
OTU_12855	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	1.1925131096800662e-5
OTU_11872	Proteobacteria	Deltaproteobacteria	GR-WP33-30	Unknown family	Unknown genus	Proteobacteria > Deltaproteobacteria > GR-WP33-30 > Unknown family > Unknown genus	3	6.594619744191868e-6
OTU_10515	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Gemmata	5	1.1348772945539083e-5
OTU_14309	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	1921-2	Unknown genus	Chloroflexi > Ktedonobacteria > Thermogemmatisporales > 1921-2 > Unknown genus	4	2.0810664573708404e-6
OTU_5087	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhodospirillales > DA111 > Unknown genus	4	3.1027777673733748e-6
OTU_7006	Planctomycetes	OM190	Unknown order	Unknown family	Unknown genus	Planctomycetes > OM190 > Unknown order > Unknown family > Unknown genus	2	2.5340493058198375e-6
OTU_11595	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Unknown genus	Firmicutes > Clostridia > Clostridiales > Syntrophomonadaceae > Unknown genus	4	9.854644000985465e-7
OTU_4905	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	9.174350922597832e-6
OTU_8795	Latescibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	5.319720507936021e-6
OTU_11180	Actinobacteria	MB-A2-108	Unknown order	Unknown family	Unknown genus	Actinobacteria > MB-A2-108 > Unknown order > Unknown family > Unknown genus	2	1.2732991474887958e-5
OTU_5614	Chloroflexi	Ardenticatenia	Unknown order	Unknown family	Unknown genus	Chloroflexi > Ardenticatenia > Unknown order > Unknown family > Unknown genus	2	1.4431517753679304e-6
OTU_1970	Saccharibacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Saccharibacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	4.557586211710481e-5
OTU_9168	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Isosphaera	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Isosphaera	5	8.047110278129055e-6
OTU_11421	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unknown family	Unknown genus	Chloroflexi > Thermomicrobia > JG30-KF-CM45 > Unknown family > Unknown genus	3	4.550807305160992e-6
OTU_14330	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Longilinea	5	4.3926116272429767e-7
OTU_5359	Acidobacteria	Acidobacteria	Subgroup 4	DS-100	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 4 > DS-100 > Unknown genus	4	2.8427585961916156e-6
OTU_5593	Chloroflexi	Unknown class	Unknown order	Unknown family	Unknown genus	Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.4069498435133717e-6
OTU_4899	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	6.733110841956833e-6
OTU_2502	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Gemmata	5	7.231404484820457e-6
OTU_2153	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	1.1891396320721075e-5
OTU_14336	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	4.932790726353434e-7
OTU_14337	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Isosphaera	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Isosphaera	5	1.9331609092090604e-6
OTU_3963	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Singulisphaera	5	4.067597471896112e-6
OTU_10888	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unknown family	Unknown genus	Chloroflexi > Thermomicrobia > JG30-KF-CM45 > Unknown family > Unknown genus	3	5.878500799036521e-6
OTU_5751	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	1.8596352202043687e-6
OTU_5802	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.4091544920181176e-6
OTU_5036	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.4426176163799123e-6
OTU_14339	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	3.5284249466703906e-6
OTU_4995	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	7.02866120353578e-6
OTU_5641	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pirellula	5	6.534659249598694e-6
OTU_4942	Cyanobacteria	ML635J-21	Unknown order	Unknown family	Unknown genus	Cyanobacteria > ML635J-21 > Unknown order > Unknown family > Unknown genus	2	6.47123535883e-7
OTU_4810	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	1.543082433587906e-5
OTU_10974	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	4.555918419132035e-6
OTU_1906	Proteobacteria	Betaproteobacteria	SC-I-84	Unknown family	Unknown genus	Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus	3	1.4299607012608124e-4
OTU_6362	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Isosphaera	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Isosphaera	5	4.297803392685998e-7
OTU_2529	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Gemmatimonas	5	1.7163718036754686e-6
OTU_4830	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	9.854644000985465e-7
OTU_4944	Acidobacteria	Acidobacteria	Subgroup 3	Unknown family	Candidatus Solibacter	Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter	3	3.525950223359564e-6
OTU_8625	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pirellula	5	1.0998663052052943e-5
OTU_6638	Chloroflexi	Ktedonobacteria	C0119	Unknown family	Unknown genus	Chloroflexi > Ktedonobacteria > C0119 > Unknown family > Unknown genus	3	1.5705984835737748e-6
OTU_4841	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	8.53005854623156e-6
OTU_10946	Parcubacteria	Unknown class	Unknown order	Unknown family	Unknown genus	Parcubacteria > Unknown class > Unknown order > Unknown family > Unknown genus	1	3.5675424983500117e-6
OTU_10726	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	5.3404738670006794e-6
OTU_6691	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	4.4785068630589675e-6
OTU_13569	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	1.456102377032718e-6
OTU_11388	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	7.431591695686951e-6
OTU_2570	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	2.523793824410148e-6
OTU_6730	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	2.0468850296641465e-5
OTU_11908	Acidobacteria	Acidobacteria	Subgroup 3	Unknown family	Candidatus Solibacter	Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter	3	2.5940854446134678e-5
OTU_8005	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Ferruginibacter	5	1.0635662772068137e-4
OTU_5533	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	2.049168004144071e-6
OTU_4910	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 2	Anoxynatronum	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 2 > Anoxynatronum	5	1.7136300117834478e-6
OTU_4927	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	3.4897801787465406e-7
OTU_10831	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Gemmata	5	3.5531333109327678e-6
OTU_5185	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	7.196315486470927e-7
OTU_10975	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	3.5264949642604656e-6
OTU_12563	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Luteolibacter	5	1.3249747571449995e-5
OTU_9470	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	Deinococcus-Thermus > Deinococci > Deinococcales > Trueperaceae > Truepera	5	1.4577935037058555e-6
OTU_3343	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalispira	Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Thioalkalispira	5	8.066477894839724e-5
OTU_11447	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	2.3010999615645397e-5
OTU_11067	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Unknown genus	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Unknown genus	4	1.2895440080313975e-5
OTU_8639	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Unknown genus	Proteobacteria > Deltaproteobacteria > Myxococcales > Sandaracinaceae > Unknown genus	4	2.1072717561045876e-6
OTU_6019	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.329158841392091e-6
OTU_4975	Chloroflexi	JG30-KF-CM66	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG30-KF-CM66 > Unknown order > Unknown family > Unknown genus	2	3.4309821285375316e-6
OTU_4977	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Singulisphaera	5	1.4152447393671462e-6
OTU_7019	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Unknown genus	Proteobacteria > Deltaproteobacteria > Syntrophobacterales > Syntrophaceae > Unknown genus	4	6.610215426920763e-7
OTU_10929	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales Incertae Sedis	Aciditerrimonas	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiales Incertae Sedis > Aciditerrimonas	5	1.762302204133442e-6
OTU_11401	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	9.288619646598963e-6
OTU_9278	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Unknown genus	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Unknown genus	4	1.783601935824699e-5
OTU_8626	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	1.0485147788158075e-6
OTU_5184	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	7.894090625279036e-6
OTU_5005	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Proteobacteria > Gammaproteobacteria > Legionellales > Coxiellaceae > Aquicella	5	1.8002994484233018e-6
OTU_5344	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Unknown genus	Chloroflexi > Caldilineae > Caldilineales > Caldilineaceae > Unknown genus	4	1.9973666574985455e-5
OTU_5013	Acidobacteria	Acidobacteria	Subgroup 6	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus	3	7.763492950748401e-7
OTU_5263	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	8.824292916710627e-7
OTU_11018	Chloroflexi	Ktedonobacteria	Ktedonobacterales	HSB OF53-F07	Unknown genus	Chloroflexi > Ktedonobacteria > Ktedonobacterales > HSB OF53-F07 > Unknown genus	4	3.56269609678517e-5
OTU_6156	Firmicutes	Clostridia	Clostridiales	Family XI	Unknown genus	Firmicutes > Clostridia > Clostridiales > Family XI > Unknown genus	4	6.9234866797690995e-6
OTU_5340	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	2.4278547310053125e-6
OTU_6783	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.6031302619088476e-6
OTU_11517	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	Planctomycetes > Phycisphaerae > Phycisphaerales > Phycisphaeraceae > Urania-1B-19 marine sediment group	5	3.324638125927063e-5
OTU_8974	Hydrogenedentes	Unknown class	Unknown order	Unknown family	Unknown genus	Hydrogenedentes > Unknown class > Unknown order > Unknown family > Unknown genus	1	7.580812068802643e-6
OTU_11220	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	3.313434411414902e-6
OTU_7260	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pir4 lineage	5	5.40907357911754e-6
OTU_13306	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Unknown genus	4	1.881870963318922e-5
OTU_11240	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseolinea	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Chryseolinea	5	1.3567046909006863e-5
OTU_6612	Verrucomicrobia	Spartobacteria	Chthoniobacterales	DA101 soil group	Unknown genus	Verrucomicrobia > Spartobacteria > Chthoniobacterales > DA101 soil group > Unknown genus	4	3.022508151158302e-6
OTU_11179	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	6.776189183901782e-6
OTU_1199	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > OM1 clade > Unknown genus	4	1.6878565541874292e-4
OTU_3429	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	1.680185661513955e-5
OTU_8593	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	Proteobacteria > Deltaproteobacteria > Myxococcales > Polyangiaceae > Byssovorax	5	4.310411876878254e-6
OTU_10866	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	5.248688568699327e-6
OTU_11809	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	9.040038329762518e-7
OTU_5574	Chloroflexi	Ktedonobacteria	Ktedonobacterales	HSB OF53-F07	Unknown genus	Chloroflexi > Ktedonobacteria > Ktedonobacterales > HSB OF53-F07 > Unknown genus	4	3.218072496112775e-5
OTU_5468	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	1.7059248139263476e-6
OTU_11798	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	6.438323322847085e-6
OTU_13342	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.2429194967287925e-5
