LineageRank	LineageKey	Phylum	Class	Order	Family	Genus	FeatureCount	EqualSampleMean	PooledReadFraction
361	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Pseudarcicella	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella	1	9.07961647357664e-5	8.335031210061309e-5
362	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 8	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 8	4	9.07064242547941e-5	8.767218013545969e-5
363	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Nitrospinaceae > Candidatus Entotheonella	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Candidatus Entotheonella	8	9.027479623729676e-5	8.581995097766829e-5
364	Proteobacteria > Deltaproteobacteria > Myxococcales > Sandaracinaceae > Sandaracinus	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	9	8.924909889014202e-5	8.149808294282169e-5
365	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Candidatus Competibacter	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Candidatus Competibacter	7	8.910179747679143e-5	8.581995097766829e-5
366	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Candidatus Aquirestis	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	1	8.906938484397301e-5	7.717621490797508e-5
367	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Ruminiclostridium	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	3	8.78978243286068e-5	1.1113374946748412e-4
368	Proteobacteria > Gammaproteobacteria > Enterobacteriales > Enterobacteriaceae > Pantoea	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	1	8.744777192842295e-5	8.643736069693209e-5
369	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sandaracinobacter	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter	3	8.704334428462441e-5	7.408916631165607e-5
370	Firmicutes > Bacilli > Bacillales > Thermoactinomycetaceae > Thermoactinomyces	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	1	8.67936348025386e-5	7.655880518871129e-5
371	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolineaceae UCG-001	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae UCG-001	6	8.624822521652608e-5	6.914988855754567e-5
372	Actinobacteria > Actinobacteria > Frankiales > Geodermatophilaceae > Modestobacter	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	3	8.591315073161902e-5	7.964585378503028e-5
373	Bacteroidetes > Bacteroidia > Bacteroidales > Porphyromonadaceae > Macellibacteroides	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Macellibacteroides	2	8.559256565379736e-5	7.038470799607328e-5
374	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Ruminiclostridium 1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 1	10	8.546832260220118e-5	8.45851315391407e-5
375	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Cloacibacterium	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	1	8.489727948877007e-5	7.223693715386467e-5
376	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiaceae > Burkholderia	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	6	8.471340344332421e-5	8.520254125840449e-5
377	Actinobacteria > Actinobacteria > Frankiales > Frankiaceae > Frankia	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	2	8.45758139491188e-5	8.396772181987689e-5
378	Firmicutes > Clostridia > Clostridiales > Syntrophomonadaceae > Syntrophothermus	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	1	8.446573279761537e-5	7.038470799607328e-5
379	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Denitratisoma	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Denitratisoma	8	8.42119893955004e-5	8.45851315391407e-5
380	Proteobacteria > Deltaproteobacteria > Bdellovibrionales > Bacteriovoracaceae > Bacteriovorax	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	3	8.359228806610163e-5	8.335031210061309e-5
381	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Halieaceae > OM60(NOR5) clade	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5) clade	2	8.35531410850162e-5	6.853247883828188e-5
382	Bacteroidetes > Bacteroidia > Bacteroidia Incertae Sedis > Draconibacteriaceae > Tangfeifania	Bacteroidetes	Bacteroidia	Bacteroidia Incertae Sedis	Draconibacteriaceae	Tangfeifania	2	8.337823123664115e-5	8.45851315391407e-5
383	Firmicutes > Clostridia > Clostridiales > Peptococcaceae > Cryptanaerobacter	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Cryptanaerobacter	1	8.320265722287488e-5	1.1854266609864973e-4
384	Actinobacteria > Actinobacteria > Micrococcales > Brevibacteriaceae > Brevibacterium	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	1	8.167794527332665e-5	6.976729827680947e-5
385	Bacteroidetes > Bacteroidia > Bacteroidales > Porphyromonadaceae > Dysgonomonas	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	2	8.159653548740576e-5	5.0010187260367854e-5
386	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Aquibacter	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquibacter	1	8.144976202715696e-5	9.075922873177869e-5
387	Firmicutes > Bacilli > Lactobacillales > Leuconostocaceae > Weissella	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	2	8.055990329309562e-5	7.470657603091988e-5
388	Bacteroidetes > Bacteroidia > Bacteroidales > Marinilabiaceae > Saccharicrinis	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Saccharicrinis	1	8.006577857488676e-5	5.680169417226966e-5
389	Proteobacteria > Betaproteobacteria > Burkholderiales > Oxalobacteraceae > Herminiimonas	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	1	7.916170730678836e-5	7.038470799607328e-5
390	Proteobacteria > Alphaproteobacteria > Rhizobiales > Phyllobacteriaceae > Pseudahrensia	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Pseudahrensia	2	7.879327116413446e-5	7.902844406576649e-5
391	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Luedemannella	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	3	7.721683845748432e-5	7.347175659239228e-5
392	Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Prosthecobacter	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	3	7.715155634737951e-5	7.655880518871129e-5
393	Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Nitrosomonas	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	3	7.706506794210045e-5	8.088067322355789e-5
394	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Sterolibacterium	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Sterolibacterium	2	7.678807800693369e-5	7.347175659239228e-5
395	Thermotogae > Thermotogae > Thermotogales > Thermotogaceae > Pseudothermotoga	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	1	7.523331968125836e-5	6.235838164564387e-5
396	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Acidocella	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidocella	4	7.522090191907773e-5	7.779362462723888e-5
397	Bacteroidetes > Cytophagia > Cytophagales > Cyclobacteriaceae > Shivajiella	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Shivajiella	1	7.373316492939528e-5	8.149808294282169e-5
398	Firmicutes > Bacilli > Bacillales > Planococcaceae > Lysinibacillus	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	1	7.206179017790911e-5	7.655880518871129e-5
399	Euryarchaeota > Methanomicrobia > Methanosarcinales > Methanosaetaceae > Methanosaeta	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	4	7.140136132391507e-5	6.729765939975427e-5
400	Cyanobacteria > Chloroplast > Cercis gigantea > Cercis gigantea > Cercis gigantea	Cyanobacteria	Chloroplast	Cercis gigantea	Cercis gigantea	Cercis gigantea	1	7.098344226214343e-5	6.606283996122666e-5
401	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Solimonadaceae > Fontimonas	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	Fontimonas	3	7.050227024401587e-5	7.532398575018368e-5
402	Actinobacteria > Thermoleophilia > Solirubrobacterales > Conexibacteraceae > Conexibacter	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	2	7.022538780257422e-5	7.285434687312848e-5
403	Proteobacteria > Alphaproteobacteria > Rhizobiales > Bradyrhizobiaceae > Bosea	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	3	7.015729926455014e-5	7.038470799607328e-5
404	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Haliscomenobacter	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Haliscomenobacter	2	6.994957035020241e-5	6.112356220711626e-5
405	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methylomonas	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	5	6.976597557400215e-5	7.038470799607328e-5
406	Firmicutes > Clostridia > Clostridiales > Eubacteriaceae > Acetobacterium	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	2	6.933635162148466e-5	8.70547704161959e-5
407	Proteobacteria > Alphaproteobacteria > Parvularculales > Parvularculaceae > Parvularcula	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	5	6.783031866704351e-5	5.741910389153346e-5
408	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Blastomonas	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	1	6.751316459165496e-5	6.976729827680947e-5
409	Proteobacteria > Gammaproteobacteria > Chromatiales > Chromatiaceae > Halochromatium	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	2	6.727760734608437e-5	5.803651361079726e-5
410	Actinobacteria > Rubrobacteria > Rubrobacterales > Rubrobacteriaceae > Rubrobacter	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	5	6.705134309693875e-5	6.297579136490767e-5
411	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Thauera	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera	3	6.679379615101787e-5	7.532398575018368e-5
412	Chloroflexi > Chloroflexia > Chloroflexales > Chloroflexaceae > Chloroflexus	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	3	6.546803987070921e-5	6.606283996122666e-5
413	Proteobacteria > Epsilonproteobacteria > Campylobacterales > Campylobacteraceae > Sulfurospirillum	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	2	6.515343760683389e-5	5.865392333006106e-5
414	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfurivibrio	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio	3	6.51205102510252e-5	6.359320108417146e-5
415	Proteobacteria > Deltaproteobacteria > Desulfuromonadales > Geobacteraceae > Geopsychrobacter	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geopsychrobacter	1	6.463220022553639e-5	5.556687473374206e-5
416	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfococcus	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	2	6.454987887095584e-5	5.062759697963165e-5
417	Proteobacteria > Betaproteobacteria > Hydrogenophilales > Hydrogenophilaceae > Ferritrophicum	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Ferritrophicum	1	6.411101438666917e-5	6.421061080343527e-5
418	Proteobacteria > Gammaproteobacteria > Methylococcales > Methylococcaceae > Methylocaldum	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	5	6.410842297073292e-5	5.680169417226966e-5
419	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfobacula	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	1	6.379062524302975e-5	5.2479826137423055e-5
420	Proteobacteria > Epsilonproteobacteria > Campylobacterales > Helicobacteraceae > Sulfurimonas	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	3	6.339565671636427e-5	6.0506152487852464e-5
421	Proteobacteria > Alphaproteobacteria > Rickettsiales > Rickettsiales Incertae Sedis > Constrictibacter	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	Constrictibacter	4	6.259206451729148e-5	5.803651361079726e-5
422	Firmicutes > Bacilli > Bacillales > Paenibacillaceae > Paenibacillus	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	6	6.25627680512744e-5	7.038470799607328e-5
423	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Acetobacteraceae > Rhodovastum	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rhodovastum	2	6.185608157194805e-5	5.741910389153346e-5
424	Proteobacteria > Gammaproteobacteria > Legionellales > Coxiellaceae > Coxiella	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	6	6.099585944520116e-5	5.803651361079726e-5
425	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Ferribacterium	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Ferribacterium	1	6.097552281223639e-5	5.680169417226966e-5
426	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Planktothrix	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	3	6.0799234068499824e-5	6.0506152487852464e-5
427	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomicrobium	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	1	5.8680656224472474e-5	5.494946501447826e-5
428	Firmicutes > Clostridia > Clostridiales > Peptostreptococcaceae > Terrisporobacter	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	1	5.8308406552757745e-5	4.445349978699365e-5
429	Actinobacteria > Actinobacteria > Micrococcales > Bogoriellaceae > Georgenia	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	2	5.800110535794994e-5	6.421061080343527e-5
430	Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Ornithinimicrobium	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	2	5.7902736573118805e-5	6.606283996122666e-5
431	Cyanobacteria > Cyanobacteria > SubsectionIV > FamilyI > Nostoc	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Nostoc	2	5.782443715279623e-5	5.309723585668686e-5
432	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Levilinea	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	1	5.7610955244272455e-5	6.668024968049047e-5
433	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 10	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 10	5	5.759898415294641e-5	5.680169417226966e-5
434	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Gramella	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	2	5.7568009400119045e-5	8.211549266208548e-5
435	Bacteroidetes > Bacteroidia > Bacteroidales > Marinilabiaceae > Anaerophaga	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Anaerophaga	2	5.753105045164384e-5	4.877536782184025e-5
436	Proteobacteria > Gammaproteobacteria > Chromatiales > Chromatiaceae > Rheinheimera	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	1	5.59588310458972e-5	5.186241641815925e-5
437	Firmicutes > Clostridia > Clostridiales > Peptococcaceae > Desulfurispora	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfurispora	1	5.586500370936943e-5	6.668024968049047e-5
438	Bacteroidetes > Bacteroidia > Bacteroidales > Bacteroidaceae > Bacteroides	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	4	5.466968316358888e-5	5.433205529521446e-5
439	Proteobacteria > Gammaproteobacteria > Alteromonadales > Psychromonadaceae > Psychromonas	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	1	5.3978323253426174e-5	7.841103434650268e-5
440	Proteobacteria > Betaproteobacteria > Burkholderiales > Alcaligenaceae > Achromobacter	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	1	5.349481737362625e-5	5.062759697963165e-5
441	Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Gemmobacter	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter	1	5.3401834875801073e-5	5.1245006698895455e-5
442	Firmicutes > Bacilli > Bacillales > Listeriaceae > Brochothrix	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	1	5.333504705552131e-5	4.692313866404885e-5
443	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulforhopalus	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulforhopalus	1	5.292809784931586e-5	5.433205529521446e-5
444	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 2 > Alkaliphilus	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 2	Alkaliphilus	4	5.1969335681991674e-5	5.680169417226966e-5
445	Actinobacteria > Actinobacteria > Micrococcales > Micrococcaceae > Citricoccus	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Citricoccus	1	5.1831664675365886e-5	4.939277754110405e-5
446	Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Simplicispira	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	1	5.1638892467918e-5	4.877536782184025e-5
447	Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Roseovarius	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	1	5.156702794767292e-5	4.568831922552125e-5
448	Proteobacteria > Deltaproteobacteria > Myxococcales > Polyangiaceae > Polyangium	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	3	5.156017465615269e-5	5.865392333006106e-5
449	Spirochaetae > Spirochaetes > Spirochaetales > Spirochaetaceae > Treponema 2	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema 2	1	5.150263455195668e-5	5.3714645575950656e-5
450	Cyanobacteria > Cyanobacteria > SubsectionII > FamilyII > Chroococcidiopsis	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Chroococcidiopsis	2	5.117827813656349e-5	4.3218680348466046e-5
451	Firmicutes > Clostridia > Clostridiales > Lachnospiraceae > Vallitalea	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Vallitalea	1	5.115041921182769e-5	3.8279402594355643e-5
452	Firmicutes > Clostridia > Thermoanaerobacterales > Thermoanaerobacteraceae > Moorella	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	1	5.087598822908249e-5	4.383609006772984e-5
453	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Planosporangium	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Planosporangium	1	5.0790981896720066e-5	5.1245006698895455e-5
454	Actinobacteria > Actinobacteria > Propionibacteriales > Propionibacteriaceae > Haloactinopolyspora	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Haloactinopolyspora	1	5.05073990999853e-5	4.383609006772984e-5
455	Proteobacteria > Gammaproteobacteria > Legionellales > Legionellaceae > Legionella	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	7	5.040760699304982e-5	5.0010187260367854e-5
456	Proteobacteria > Gammaproteobacteria > Oceanospirillales > Alcanivoracaceae > Alcanivorax	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	1	5.020488966388878e-5	6.235838164564387e-5
457	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > Ruminococcaceae UCG-012	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-012	4	5.009190689982179e-5	4.630572894478505e-5
458	Firmicutes > Bacilli > Lactobacillales > Lactobacillaceae > Pediococcus	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	1	4.993861090880583e-5	4.383609006772984e-5
459	Bacteroidetes > Cytophagia > Order II > Rhodothermaceae > Rubrivirga	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rubrivirga	1	4.970978857475718e-5	4.692313866404885e-5
460	Caldiserica > Caldisericia > Caldisericales > Caldisericaceae > Caldisericum	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	3	4.938828855629862e-5	4.3218680348466046e-5
461	Proteobacteria > Alphaproteobacteria > Caulobacterales > Caulobacteraceae > Asticcacaulis	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	2	4.896339485991863e-5	5.433205529521446e-5
462	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > MSBL7	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	MSBL7	3	4.8143382207868026e-5	4.383609006772984e-5
463	Firmicutes > Clostridia > Clostridiales > Syntrophomonadaceae > Syntrophomonas	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	2	4.7912739862140837e-5	5.062759697963165e-5
464	Proteobacteria > Alphaproteobacteria > Rhizobiales > Phyllobacteriaceae > Aliihoeflea	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aliihoeflea	1	4.677964619851973e-5	4.692313866404885e-5
465	Firmicutes > Clostridia > Clostridiales > Eubacteriaceae > Alkalibacter	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibacter	1	4.631293883982514e-5	4.260127062920224e-5
466	Proteobacteria > Betaproteobacteria > Neisseriales > Neisseriaceae > Pseudogulbenkiania	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Pseudogulbenkiania	1	4.618488014339525e-5	7.594139546944748e-5
467	Actinobacteria > Actinobacteria > Frankiales > Sporichthyaceae > Candidatus Planktophila	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila	1	4.614467533611635e-5	4.3218680348466046e-5
468	Actinobacteria > Actinobacteria > Actinopolysporales > Actinopolysporaceae > Actinopolyspora	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	1	4.59807098458859e-5	4.0749041471410845e-5
469	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfobacter	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	1	4.5885534888704935e-5	3.3340124840245234e-5
470	Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Albidiferax	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Albidiferax	1	4.582165413771982e-5	4.260127062920224e-5
471	Proteobacteria > Gammaproteobacteria > Alteromonadales > Ferrimonadaceae > Ferrimonas	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	1	4.569624538893205e-5	6.0506152487852464e-5
472	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Lentzea	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	1	4.4619723197488475e-5	5.556687473374206e-5
473	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Cellvibrionaceae > Pseudomaricurvus	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudomaricurvus	2	4.441816803418466e-5	6.174097192638006e-5
474	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Luteimonas	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	1	4.4349974057895755e-5	4.507090950625745e-5
475	Firmicutes > Bacilli > Bacillales > Bacillaceae > Paucisalibacillus	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus	1	4.387002122438733e-5	4.013163175214704e-5
476	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Dyella	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella	2	4.3381737708419535e-5	4.445349978699365e-5
477	Proteobacteria > Deltaproteobacteria > Myxococcales > Myxococcaceae > Myxococcus	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	1	4.326512757831176e-5	3.889681231361944e-5
478	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Dongia	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	3	4.261164766841322e-5	4.3218680348466046e-5
479	Actinobacteria > Actinobacteria > Micrococcales > Intrasporangiaceae > Terrabacter	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	1	4.2594580050463633e-5	3.889681231361944e-5
480	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Luteibacter	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteibacter	2	4.254969524063006e-5	4.568831922552125e-5
481	Proteobacteria > Gammaproteobacteria > Alteromonadales > Colwelliaceae > Thalassotalea	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	1	4.248804756967985e-5	3.7044583155828036e-5
482	Actinobacteria > Actinobacteria > Micromonosporales > Micromonosporaceae > Dactylosporangium	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	3	4.2281228703226676e-5	3.766199287509184e-5
