FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	NegativePrevalence	BiologicalPrevalence	TotalReads	FrequencyP	PrevalenceP	CombinedP	GlobalContaminant	BatchContaminant
Seq1796	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0	0.00185528756957328	5				FALSE	FALSE
Seq1798	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00371057513914657	2	0.709637825592002	0.55137812817149	0.758429342694514	FALSE	FALSE
Seq1799	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unknown	0	0.00185528756957328	5				FALSE	FALSE
Seq1801	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unknown	0	0.00185528756957328	5				FALSE	FALSE
Seq1802	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	0	0.00185528756957328	5				FALSE	FALSE
Seq1803	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unknown	unknown	0	0.00185528756957328	5				FALSE	FALSE
Seq1804	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leifsonia	0	0.00185528756957328	5				FALSE	FALSE
Seq1805	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	0.00185528756957328	5				FALSE	FALSE
Seq1806	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	unknown	0	0.00185528756957328	5				FALSE	FALSE
Seq1807	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodocytophaga	0	0.00185528756957328	5				FALSE	FALSE
Seq1808	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	0	0.00185528756957328	5				FALSE	FALSE
Seq1816	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0.0333333333333333	0	5				FALSE	FALSE
Seq1817	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0.0333333333333333	0	5				FALSE	FALSE
Seq1818	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	0.0333333333333333	0	5				FALSE	FALSE
Seq1819	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Geobacillus	0.0333333333333333	0	5				FALSE	FALSE
Seq1820	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0333333333333333	0	5				FALSE	FALSE
Seq1821	Bacteria	Acidobacteria	Acidobacteria_Gp10	Gp10	unknown	unknown	0.0333333333333333	0	5				FALSE	FALSE
Seq1822	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0.0333333333333333	0	5				FALSE	FALSE
Seq1823	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unknown	0.0333333333333333	0	5				FALSE	FALSE
Seq1824	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	0.0333333333333333	0	5				FALSE	FALSE
Seq1825	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	0.0333333333333333	0	5				FALSE	FALSE
Seq1826	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown	0.0333333333333333	0	5				FALSE	FALSE
Seq1827	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.0333333333333333	0	5				FALSE	FALSE
Seq1828	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1829	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	0	0.00185528756957328	4				FALSE	FALSE
Seq1831	Bacteria	SR1	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1832	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0	0.00185528756957328	4				FALSE	FALSE
Seq1833	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0	0.00185528756957328	4				FALSE	FALSE
Seq1834	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00185528756957328	4				FALSE	FALSE
Seq1835	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	0	0.00185528756957328	4				FALSE	FALSE
Seq1836	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	4				FALSE	FALSE
Seq1837	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00556586270871985	4	0.562331582955927	0.575114735146543	0.688480895116149	FALSE	FALSE
Seq1839	Bacteria	Bacteroidetes	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1840	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1841	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00556586270871985	4	0.438177177184683	0.575114735146543	0.599341165302018	FALSE	FALSE
Seq1842	Bacteria	SR1	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1843	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1844	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1845	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00556586270871985	4	0.376960662893267	0.575114735146543	0.54823282798149	FALSE	FALSE
Seq1846	Bacteria	Firmicutes	Bacilli	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1847	Bacteria	Bacteroidetes	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1848	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1849	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0	0.00371057513914657	2	0.528500193285872	0.55137812817149	0.650717464170275	FALSE	FALSE
Seq1850	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.00185528756957328	4				FALSE	FALSE
Seq1851	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1852	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	4				FALSE	FALSE
Seq1853	Bacteria	SR1	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1854	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1855	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0	0.00185528756957328	4				FALSE	FALSE
Seq1856	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	0	0.00185528756957328	4				FALSE	FALSE
Seq1857	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	0	0.00185528756957328	4				FALSE	FALSE
Seq1858	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1859	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1860	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	0	0.00185528756957328	4				FALSE	FALSE
Seq1861	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	4				FALSE	FALSE
Seq1864	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Dermabacter	0.0333333333333333	0	4				FALSE	FALSE
Seq1865	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.0333333333333333	0	4				FALSE	FALSE
Seq1866	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.0333333333333333	0	4				FALSE	FALSE
Seq1867	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Janibacter	0.0333333333333333	0	4				FALSE	FALSE
Seq1868	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown	0.0333333333333333	0	4				FALSE	FALSE
Seq1869	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	0.0333333333333333	0	4				FALSE	FALSE
Seq1876	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	0	0.00185528756957328	4				FALSE	FALSE
Seq1877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00371057513914657	3	0.538147400287632	0.55137812817149	0.657228102117498	FALSE	FALSE
Seq1879	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.00185528756957328	4				FALSE	FALSE
Seq1884	Bacteria	Candidatus_Saccharibacteria	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1885	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1886	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	4				FALSE	FALSE
Seq1887	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00185528756957328	4				FALSE	FALSE
Seq1888	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1889	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00185528756957328	4				FALSE	FALSE
Seq1892	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1893	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0	0.00185528756957328	4				FALSE	FALSE
Seq1894	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	0	0.00185528756957328	4				FALSE	FALSE
Seq1895	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1896	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0	0.00185528756957328	4				FALSE	FALSE
Seq1897	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1898	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1899	Bacteria	Firmicutes	Bacilli	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1900	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	0.0333333333333333	0	4				FALSE	FALSE
Seq1901	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unknown	unknown	0.0333333333333333	0	4				FALSE	FALSE
Seq1902	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	0.0333333333333333	0	4				FALSE	FALSE
Seq1903	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	0.0333333333333333	0	4				FALSE	FALSE
Seq1904	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	0.0333333333333333	0	4				FALSE	FALSE
Seq1905	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0.0333333333333333	0	4				FALSE	FALSE
Seq1906	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0333333333333333	0	4				FALSE	FALSE
Seq1907	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0.0333333333333333	0	4				FALSE	FALSE
Seq1914	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	2				FALSE	FALSE
Seq1915	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	0	0.00185528756957328	4				FALSE	FALSE
Seq1916	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Williamsia	0	0.00185528756957328	4				FALSE	FALSE
Seq1917	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1918	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella	0	0.00185528756957328	4				FALSE	FALSE
Seq1919	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1920	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0	0.00185528756957328	4				FALSE	FALSE
Seq1921	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1922	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	0	0.00185528756957328	4				FALSE	FALSE
Seq1923	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	0	0.00185528756957328	4				FALSE	FALSE
Seq1925	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown	0	0.00556586270871985	4	0.875475233637787	0.575114735146543	0.848986496757141	FALSE	FALSE
Seq1926	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella	0	0.00185528756957328	4				FALSE	FALSE
Seq1927	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	0	0.00185528756957328	4				FALSE	FALSE
Seq1928	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Finegoldia	0	0.00185528756957328	4				FALSE	FALSE
Seq1929	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00371057513914657	4	0.411741881589708	0.55137812817149	0.563634556958234	FALSE	FALSE
Seq1931	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00371057513914657	2	0.695487818764006	0.55137812817149	0.751030141817298	FALSE	FALSE
Seq1932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	0	0.00185528756957328	4				FALSE	FALSE
Seq1933	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Streptophyta	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1934	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1935	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1936	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	0	0.00185528756957328	4				FALSE	FALSE
Seq1937	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1938	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1939	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00742115027829314	4	0.433328120635898	0.597635155545136	0.608852482274216	FALSE	FALSE
Seq1940	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1941	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00371057513914657	3	0.551227801649796	0.55137812817149	0.665903723926222	FALSE	FALSE
Seq1942	Bacteria	Acidobacteria	Acidobacteria_Gp6	Gp6	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1943	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1944	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00556586270871985	4	0.0560676508854276	0.575114735146543	0.142988120145357	FALSE	FALSE
Seq1945	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	4				FALSE	FALSE
Seq1946	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1947	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	4				FALSE	FALSE
Seq1949	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	0	0.00185528756957328	4				FALSE	FALSE
Seq1950	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00185528756957328	4				FALSE	FALSE
Seq1951	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0.00185528756957328	4				FALSE	FALSE
Seq1952	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1953	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Kytococcus	0	0.00185528756957328	4				FALSE	FALSE
Seq1954	Bacteria	Candidatus_Saccharibacteria	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1955	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1956	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Frondihabitans	0	0.00185528756957328	4				FALSE	FALSE
Seq1957	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	0	0.00185528756957328	4				FALSE	FALSE
Seq1958	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	0	0.00185528756957328	4				FALSE	FALSE
Seq1959	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	0	0.00185528756957328	4				FALSE	FALSE
Seq1960	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	0	0.00185528756957328	4				FALSE	FALSE
Seq1962	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1963	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1964	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	4				FALSE	FALSE
Seq1965	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	0	0.00185528756957328	4				FALSE	FALSE
Seq1966	Bacteria	Proteobacteria	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1967	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1968	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1969	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1970	Bacteria	Bacteroidetes	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1971	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00185528756957328	4				FALSE	FALSE
Seq1972	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	0	0.00185528756957328	4				FALSE	FALSE
Seq1973	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0.00185528756957328	4				FALSE	FALSE
Seq1974	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nakamurellaceae	Nakamurella	0	0.00185528756957328	4				FALSE	FALSE
Seq1975	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0	0.00185528756957328	4				FALSE	FALSE
Seq1976	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1977	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	0	0.00185528756957328	4				FALSE	FALSE
Seq1981	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0.0333333333333333	0	4				FALSE	FALSE
Seq1982	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	0.0333333333333333	0	4				FALSE	FALSE
Seq1983	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	0.0333333333333333	0	4				FALSE	FALSE
Seq1984	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	0.0333333333333333	0	4				FALSE	FALSE
Seq1985	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0333333333333333	0	4				FALSE	FALSE
Seq1986	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	0.0333333333333333	0	4				FALSE	FALSE
Seq1987	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unknown	0.0333333333333333	0	4				FALSE	FALSE
Seq1988	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	0.0333333333333333	0	4				FALSE	FALSE
Seq1989	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	0.0333333333333333	0	4				FALSE	FALSE
Seq1990	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	0.0333333333333333	0	4				FALSE	FALSE
Seq1991	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	0	0.00185528756957328	3				FALSE	FALSE
Seq1998	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.00185528756957328	3				FALSE	FALSE
Seq1999	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	0	0.00185528756957328	3				FALSE	FALSE
Seq2000	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	3				FALSE	FALSE
Seq2001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Hallella	0	0.00185528756957328	3				FALSE	FALSE
Seq2003	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2004	Bacteria	Candidatus_Saccharibacteria	unknown	unknown	unknown	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2006	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2007	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2008	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	0	0.00185528756957328	3				FALSE	FALSE
Seq2009	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	3				FALSE	FALSE
Seq2011	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	0	0.00185528756957328	3				FALSE	FALSE
Seq2012	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	0	0.00185528756957328	3				FALSE	FALSE
Seq2013	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2014	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	3				FALSE	FALSE
Seq2015	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0	0.00185528756957328	3				FALSE	FALSE
Seq2016	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2017	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2019	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	unknown	0.0333333333333333	0	3				FALSE	FALSE
Seq2020	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinomycetospora	0.0333333333333333	0	3				FALSE	FALSE
Seq2022	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2023	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00371057513914657	2	0.771035847006898	0.55137812817149	0.788771282586453	FALSE	FALSE
Seq2026	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	0	0.00185528756957328	3				FALSE	FALSE
Seq2028	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00185528756957328	3				FALSE	FALSE
Seq2029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	3				FALSE	FALSE
Seq2030	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.00185528756957328	3				FALSE	FALSE
