Taxon	SampleID	RelativeAbundance	Percent	GroupCode	Group	Type	SampleOrder
Unknown phylum	S205	0.0016011528300376272	0.1601152830037627	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Proteobacteria	S206	0.2871064467766117	28.71064467766117	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Chloroflexi	S206	0.11975262368815592	11.975262368815592	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Bacteroidetes	S206	0.23453898050974512	23.453898050974512	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Acidobacteria	S206	0.0654047976011994	6.54047976011994	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Actinobacteria	S206	0.10513493253373313	10.513493253373312	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Firmicutes	S206	0.04188530734632684	4.188530734632684	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Verrucomicrobia	S206	0.03045352323838081	3.045352323838081	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Planctomycetes	S206	0.025955772113943027	2.5955772113943025	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Gemmatimonadetes	S206	0.02623688155922039	2.623688155922039	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Nitrospirae	S206	0.006934032983508246	0.6934032983508246	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Other known phyla	S206	0.051817841079460254	5.181784107946026	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Unknown phylum	S206	0.0047788605697151425	0.47788605697151426	TW	Tibetan wetland	Qinghai-Tibet Plateau	73
Proteobacteria	S207	0.29335849516040663	29.335849516040664	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Chloroflexi	S207	0.13179521519449686	13.179521519449686	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Bacteroidetes	S207	0.21482924453643393	21.482924453643392	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Acidobacteria	S207	0.06994582090460827	6.994582090460827	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Actinobacteria	S207	0.07932063066902051	7.932063066902051	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Firmicutes	S207	0.05868387410969745	5.868387410969745	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Verrucomicrobia	S207	0.03220308029463688	3.220308029463688	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Planctomycetes	S207	0.03646435746027881	3.646435746027881	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Gemmatimonadetes	S207	0.020149753454678274	2.0149753454678274	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Nitrospirae	S207	0.01357521154197358	1.3575211541973582	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Other known phyla	S207	0.045291288731965654	4.529128873196566	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Unknown phylum	S207	0.004383027941803129	0.43830279418031287	TW	Tibetan wetland	Qinghai-Tibet Plateau	74
Proteobacteria	S208	0.18087855297157623	18.087855297157624	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Chloroflexi	S208	0.1999465383587276	19.99465383587276	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Bacteroidetes	S208	0.2882473491936202	28.824734919362022	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Acidobacteria	S208	0.0466898333778847	4.66898333778847	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Actinobacteria	S208	0.05675844248418426	5.675844248418426	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Firmicutes	S208	0.07707386616769135	7.707386616769135	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Verrucomicrobia	S208	0.02281030027621848	2.2810300276218483	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Planctomycetes	S208	0.034660964091597614	3.4660964091597615	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Gemmatimonadetes	S208	0.011761561079925154	1.1761561079925154	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Nitrospirae	S208	0.006415396952686447	0.6415396952686447	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Other known phyla	S208	0.06923282544774124	6.923282544774125	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Unknown phylum	S208	0.005524369598146663	0.5524369598146662	TW	Tibetan wetland	Qinghai-Tibet Plateau	75
Proteobacteria	S209	0.3463936571472558	34.63936571472558	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Chloroflexi	S209	0.131937495188977	13.193749518897699	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Bacteroidetes	S209	0.15195135093526288	15.195135093526288	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Acidobacteria	S209	0.05180509583557848	5.180509583557848	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Actinobacteria	S209	0.07166499884535447	7.1664998845354475	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Firmicutes	S209	0.07943961203910399	7.9439612039103995	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Verrucomicrobia	S209	0.045339080902163036	4.533908090216303	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Planctomycetes	S209	0.031791240089292586	3.1791240089292585	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Gemmatimonadetes	S209	0.013855746285890232	1.3855746285890231	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Nitrospirae	S209	0.003771842044492341	0.37718420444923406	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Other known phyla	S209	0.05626972519436536	5.626972519436536	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Unknown phylum	S209	0.015780155492263876	1.5780155492263876	TW	Tibetan wetland	Qinghai-Tibet Plateau	76
Proteobacteria	S210	0.29954344966339086	29.954344966339086	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Chloroflexi	S210	0.11359591426139441	11.359591426139442	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Bacteroidetes	S210	0.24386752302097037	24.386752302097037	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Acidobacteria	S210	0.08175346281823107	8.175346281823106	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Actinobacteria	S210	0.08353323531687688	8.353323531687689	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Firmicutes	S210	0.040509169697438674	4.050916969743867	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Verrucomicrobia	S210	0.042714539967499805	4.2714539967499805	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Planctomycetes	S210	0.019229281126673374	1.9229281126673374	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Gemmatimonadetes	S210	0.022053702700611313	2.2053702700611315	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Nitrospirae	S210	0.007892904124429312	0.7892904124429312	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Other known phyla	S210	0.04310144703242282	4.310144703242282	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Unknown phylum	S210	0.0022053702700611313	0.22053702700611313	TW	Tibetan wetland	Qinghai-Tibet Plateau	77
Proteobacteria	S213	0.3353626943005181	33.53626943005181	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Chloroflexi	S213	0.07772020725388601	7.772020725388601	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Bacteroidetes	S213	0.14183937823834197	14.183937823834198	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Acidobacteria	S213	0.0969559585492228	9.69559585492228	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Actinobacteria	S213	0.10867875647668394	10.867875647668395	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Firmicutes	S213	0.047603626943005184	4.760362694300518	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Verrucomicrobia	S213	0.04170984455958549	4.170984455958549	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Planctomycetes	S213	0.05	5	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Gemmatimonadetes	S213	0.036204663212435234	3.6204663212435233	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Nitrospirae	S213	0.012435233160621761	1.2435233160621761	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Other known phyla	S213	0.04987046632124353	4.987046632124352	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Unknown phylum	S213	0.0016191709844559584	0.16191709844559585	TW	Tibetan wetland	Qinghai-Tibet Plateau	78
Proteobacteria	S214	0.3169718140207179	31.697181402071788	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Chloroflexi	S214	0.13599132739099012	13.599132739099012	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Bacteroidetes	S214	0.15893760539629004	15.893760539629003	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Acidobacteria	S214	0.058359431462298245	5.835943146229824	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Actinobacteria	S214	0.07648759335099976	7.648759335099976	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Firmicutes	S214	0.05480607082630692	5.480607082630692	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Verrucomicrobia	S214	0.02933028185979282	2.933028185979282	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Planctomycetes	S214	0.01589978318477475	1.5899783184774752	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Gemmatimonadetes	S214	0.01897133220910624	1.897133220910624	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Nitrospirae	S214	0.029390508311250303	2.93905083112503	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Other known phyla	S214	0.10232474102625867	10.232474102625867	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Unknown phylum	S214	0.002529510961214165	0.25295109612141653	TW	Tibetan wetland	Qinghai-Tibet Plateau	79
Proteobacteria	S215	0.32365527327880395	32.36552732788039	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Chloroflexi	S215	0.1401332538865717	14.013325388657169	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Bacteroidetes	S215	0.18054276583067005	18.054276583067004	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Acidobacteria	S215	0.08563999783327014	8.563999783327015	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Actinobacteria	S215	0.09652781539461568	9.652781539461568	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Firmicutes	S215	0.03569687449217269	3.5696874492172688	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Verrucomicrobia	S215	0.034721846053843236	3.4721846053843235	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Planctomycetes	S215	0.02128812090352635	2.128812090352635	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Gemmatimonadetes	S215	0.02247982232815124	2.247982232815124	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Nitrospirae	S215	0.005416824657385841	0.5416824657385841	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Other known phyla	S215	0.05026813282054061	5.026813282054061	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Unknown phylum	S215	0.003629272520448513	0.3629272520448513	TW	Tibetan wetland	Qinghai-Tibet Plateau	80
Proteobacteria	S216	0.31336575302092545	31.336575302092545	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Chloroflexi	S216	0.08863837312113174	8.863837312113173	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Bacteroidetes	S216	0.2561892130857648	25.618921308576482	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Acidobacteria	S216	0.08775419982316535	8.775419982316535	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Actinobacteria	S216	0.11427939876215738	11.427939876215738	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Firmicutes	S216	0.03499852637783672	3.4998526377836723	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Verrucomicrobia	S216	0.031093427645151783	3.109342764515178	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Planctomycetes	S216	0.010462717359269083	1.0462717359269083	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Gemmatimonadetes	S216	0.020335985853227233	2.033598585322723	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Nitrospirae	S216	0.003094606542882405	0.3094606542882405	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Other known phyla	S216	0.03868258178603005	3.868258178603005	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Unknown phylum	S216	0.0011052166224580018	0.11052166224580018	TW	Tibetan wetland	Qinghai-Tibet Plateau	81
Proteobacteria	S217	0.33490382231039	33.490382231039	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Chloroflexi	S217	0.12862658967728222	12.86265896772822	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Bacteroidetes	S217	0.09826773885011868	9.826773885011868	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Acidobacteria	S217	0.1278472492826526	12.784724928265259	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Actinobacteria	S217	0.09125367529845195	9.125367529845194	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Firmicutes	S217	0.029437812178964896	2.9437812178964897	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Verrucomicrobia	S217	0.03949838818236565	3.9498388182365654	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Planctomycetes	S217	0.019660632682702187	1.9660632682702188	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Gemmatimonadetes	S217	0.06805058627652415	6.805058627652414	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Nitrospirae	S217	0.019589783555917673	1.9589783555917673	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Other known phyla	S217	0.04034857770377981	4.034857770377981	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Unknown phylum	S217	0.0025151440008501897	0.25151440008501896	TW	Tibetan wetland	Qinghai-Tibet Plateau	82
Proteobacteria	S218	0.2656268891306976	26.56268891306976	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Chloroflexi	S218	0.07737879337444081	7.737879337444081	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Bacteroidetes	S218	0.08310159996775883	8.310159996775884	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Acidobacteria	S218	0.11030508201346069	11.03050820134607	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Actinobacteria	S218	0.12009833554991335	12.009833554991335	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Firmicutes	S218	0.16749284649175836	16.749284649175834	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Verrucomicrobia	S218	0.04993350259944384	4.993350259944384	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Planctomycetes	S218	0.03586829484544392	3.586829484544392	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Gemmatimonadetes	S218	0.027687099504292104	2.7687099504292103	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Nitrospirae	S218	0.015113045580945473	1.5113045580945472	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Other known phyla	S218	0.045016725103776245	4.501672510377625	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Unknown phylum	S218	0.0023777858380687545	0.23777858380687544	TW	Tibetan wetland	Qinghai-Tibet Plateau	83
Proteobacteria	S219	0.31958330420191566	31.958330420191565	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Chloroflexi	S219	0.08655526812556806	8.655526812556806	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Bacteroidetes	S219	0.1310214640285255	13.102146402852549	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Acidobacteria	S219	0.10361462630217437	10.361462630217437	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Actinobacteria	S219	0.11983499965042299	11.983499965042299	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Firmicutes	S219	0.07788575823253863	7.788575823253863	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Verrucomicrobia	S219	0.027476753128714254	2.7476753128714253	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Planctomycetes	S219	0.03593651681465427	3.593651681465427	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Gemmatimonadetes	S219	0.04502551912186255	4.502551912186255	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Nitrospirae	S219	0.013214011046633573	1.3214011046633574	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Other known phyla	S219	0.037055163252464524	3.7055163252464522	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Unknown phylum	S219	0.002796616094525624	0.2796616094525624	TW	Tibetan wetland	Qinghai-Tibet Plateau	84
Proteobacteria	S220	0.3276398980843635	32.76398980843635	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Chloroflexi	S220	0.08313673681230536	8.313673681230537	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Bacteroidetes	S220	0.12975370387845617	12.975370387845617	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Acidobacteria	S220	0.11182410116070586	11.182410116070587	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Actinobacteria	S220	0.16466924601302255	16.466924601302253	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Firmicutes	S220	0.048409927337925825	4.840992733792582	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Verrucomicrobia	S220	0.027460602057185996	2.7460602057185994	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Planctomycetes	S220	0.029159195998867606	2.9159195998867604	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Gemmatimonadetes	S220	0.01906199867887138	1.906199867887138	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Nitrospirae	S220	0.014438048504293668	1.4438048504293668	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Other known phyla	S220	0.04218174955175995	4.218174955175995	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Unknown phylum	S220	0.002264791922242144	0.22647919222421442	TW	Tibetan wetland	Qinghai-Tibet Plateau	85
Proteobacteria	S221	0.3392110174399897	33.921101743998975	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Chloroflexi	S221	0.07297766909067507	7.297766909067508	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Bacteroidetes	S221	0.18810734281485295	18.810734281485296	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Acidobacteria	S221	0.07773988030117768	7.773988030117768	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Actinobacteria	S221	0.13462899800501962	13.462899800501962	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Firmicutes	S221	0.05753265975931527	5.7532659759315274	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Verrucomicrobia	S221	0.030568247634982944	3.0568247634982946	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Planctomycetes	S221	0.020528991569599073	2.0528991569599073	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Gemmatimonadetes	S221	0.022845742969303043	2.2845742969303044	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Nitrospirae	S221	0.00765815046013257	0.765815046013257	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Other known phyla	S221	0.04659244481626874	4.659244481626874	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Unknown phylum	S221	0.001608855138683313	0.1608855138683313	TW	Tibetan wetland	Qinghai-Tibet Plateau	86
Proteobacteria	S222	0.28338228648892905	28.338228648892905	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Chloroflexi	S222	0.0605512878445549	6.05512878445549	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Bacteroidetes	S222	0.34935607772254856	34.935607772254855	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Acidobacteria	S222	0.06998418436511523	6.998418436511524	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Actinobacteria	S222	0.09291685494803434	9.291685494803433	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Firmicutes	S222	0.03886127428829643	3.886127428829643	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Verrucomicrobia	S222	0.03197017623136014	3.197017623136014	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Planctomycetes	S222	0.014403524627202891	1.440352462720289	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Gemmatimonadetes	S222	0.014234071396294623	1.4234071396294623	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Nitrospirae	S222	0.006269769543605965	0.6269769543605964	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Other known phyla	S222	0.03620650700406688	3.6206507004066877	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Unknown phylum	S222	0.0018639855399909624	0.18639855399909624	TW	Tibetan wetland	Qinghai-Tibet Plateau	87
Proteobacteria	S223	0.2599706818985998	25.997068189859977	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Chloroflexi	S223	0.06470201688318253	6.4702016883182525	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Bacteroidetes	S223	0.21614517515038165	21.614517515038166	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Acidobacteria	S223	0.04872870646514684	4.872870646514684	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Actinobacteria	S223	0.2736187635848961	27.36187635848961	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Firmicutes	S223	0.05585603801243492	5.585603801243492	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Verrucomicrobia	S223	0.020623767881514432	2.062376788151443	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Planctomycetes	S223	0.013041500278016479	1.3041500278016478	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Gemmatimonadetes	S223	0.010311883940757216	1.0311883940757216	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Nitrospirae	S223	0.003134003942779154	0.3134003942779154	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Other known phyla	S223	0.03300813830056109	3.300813830056109	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Unknown phylum	S223	8.593236617297679e-4	0.0859323661729768	TW	Tibetan wetland	Qinghai-Tibet Plateau	88
Proteobacteria	S224	0.29511396911063903	29.511396911063905	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Chloroflexi	S224	0.11873456967330769	11.87345696733077	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Bacteroidetes	S224	0.13682034793592468	13.682034793592468	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Acidobacteria	S224	0.11839007865878165	11.839007865878164	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Actinobacteria	S224	0.11448584716081989	11.448584716081989	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Firmicutes	S224	0.04748234483550554	4.748234483550554	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Verrucomicrobia	S224	0.034219440776253086	3.4219440776253087	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Planctomycetes	S224	0.041798243095825915	4.1798243095825915	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Gemmatimonadetes	S224	0.022736406958718494	2.2736406958718494	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Nitrospirae	S224	0.006947235459608429	0.6947235459608428	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Other known phyla	S224	0.06034334271114426	6.034334271114426	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Unknown phylum	S224	0.002928173623471321	0.2928173623471321	TW	Tibetan wetland	Qinghai-Tibet Plateau	89
Proteobacteria	S225	0.32867235796290845	32.86723579629084	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Chloroflexi	S225	0.13726817780394465	13.726817780394466	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Bacteroidetes	S225	0.20844863114512804	20.844863114512805	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Acidobacteria	S225	0.066028848984398	6.602884898439799	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Actinobacteria	S225	0.07247571386517515	7.2475713865175155	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Firmicutes	S225	0.04197821607300559	4.197821607300559	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Verrucomicrobia	S225	0.017898145422431556	1.7898145422431555	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Planctomycetes	S225	0.012275537238740065	1.2275537238740066	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Gemmatimonadetes	S225	0.022931998822490432	2.293199882249043	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Nitrospirae	S225	0.030055931704445097	3.00559317044451	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Other known phyla	S225	0.055431262879010894	5.54312628790109	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
Unknown phylum	S225	0.006535178098322049	0.653517809832205	TW	Tibetan wetland	Qinghai-Tibet Plateau	90
