	S1	S2	S3	S4	S5	S6	S7	S9	S10	S11	S12	S13	S15	S16	S17	S18	S19	S20	S22	S23	S24	S25	S26	S27	S28	S30	S34	S35	S36	S37	S61	S62	S63	S65	S85	S86	S87	S88	S89	S112	S113	S114	S161	S162	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S179	S182	S187	S188	S191	S194	S196	S197	S198	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225
Terrisporobacter	0	0	0	0	0	0	0	0	0	6.14062020264047e-05	0	0	0	0	3.54421407052986e-05	3.57845768473788e-05	0	0	0	0	0	0	0	0	0	8.13603449678627e-05	0	0	7.67224182906245e-05	0	0	0	6.40656031776539e-05	5.81429152857724e-05	0	0	7.63941940412529e-05	0	0	5.32907007727152e-05	0	3.26498628705759e-05	0	0	0.000374742364624321	0	0	0	0.000289463527595523	0.00013680514387341	0	0	6.56598818122127e-05	0	8.13802083333333e-05	0	0.000136612021857923	0	0.000578871201157742	0.00253475689377064	3.85981164119191e-05	0	0	6.90655432004973e-05	0	0	0	0	0	0	0	0	0	6.0875388080599e-05	0	0	0	0	0	0	7.36811081638668e-05	0	4.03014548825213e-05	6.99154023631406e-05	0	6.43542055473325e-05	0	0	5.7415169087673e-05	0
Tetragenococcus	3.91512019418996e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57845768473788e-05	0	0	0	0	0	0	0	0	0	0	5.26620675127706e-05	0	0	0	0	0	0	2.90714576428862e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8036467546605e-05	0	6.40656031776539e-05	0	0	0	0	0	0	0.000213162803090861	0.000221673316866173	0	0.0014919300149193	4.78881333205632e-05	0	0	0	0	0	0	0.000301681876461272	0.000396222677144555	0	0.000352050695300123	0.000244140625	8.19604950413901e-05	0	0	0	0	0	0	0	0	6.0146758089739e-05	0	5.88027754910032e-05	3.14080216087189e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99154023631406e-05	0	6.43542055473325e-05	5.64844103027564e-05	0	0	0
Thauera	7.83024038837992e-05	0	0.000155726855096161	0	5.66893424036281e-05	0.000177580466148724	0	0	6.29069291982512e-05	0	0	0	4.79294478527607e-05	0.000279485746226942	3.54421407052986e-05	3.57845768473788e-05	0.000193050193050193	5.824111822947e-05	0	0	0	5.35131374752502e-05	0.000170920692798541	6.01539942252166e-05	0.000116040691602522	0	0.000210648270051082	0	0.000153444836581249	0	6.8036467546605e-05	6.37755102040816e-05	0.000192196809532962	0.000116285830571545	6.30358043368633e-05	6.62866233594061e-05	7.63941940412529e-05	6.50406504065041e-05	0.000145032632342277	0	0.000158338083475838	3.26498628705759e-05	6.781500067815e-05	0	0	0	0.000200333889816361	0	0	0	0	0	6.56598818122127e-05	0	0	0	0.000204918032786885	0	0	0	7.71962328238382e-05	6.60371128574259e-05	0	0	0	0.000200883889112093	0.00017640832647301	0.000345488237695908	4.74248316418477e-05	5.9028392656868e-05	0	8.00576415018814e-05	0	0.000121750776161198	8.91027354539784e-05	7.69763682549457e-05	0.000657742010369109	0	0	0	0	3.54245633922562e-05	4.03014548825213e-05	6.99154023631406e-05	9.43663300934227e-05	0.000128708411094665	0.000112968820605513	0	0	0
Thermincola	0	0	7.78634275480807e-05	7.53012048192771e-05	5.66893424036281e-05	0	0	3.95335046451868e-05	3.14534645991256e-05	0	0	0	0	6.98714365567356e-05	7.08842814105972e-05	0.000214707461084273	6.43500643500643e-05	0	0	0	8.12413681046389e-05	0	2.84867821330902e-05	0.000782001924927815	7.7360461068348e-05	8.13603449678627e-05	0.000368634472589394	0	7.67224182906245e-05	0.000475935510738295	0	0	0	0	6.30358043368633e-05	0	0	0	4.8344210780759e-05	0	3.16676166951675e-05	0	0	0	9.36855911560802e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90655432004973e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94377391816309e-05
Thermoactinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004068900040689	0	0.000374742364624321	0.000294290759270159	0.000267111853088481	7.96051584142652e-05	0.000289463527595523	0.000228008573122349	7.54204691153179e-05	0	0.000131319763624425	0.000352050695300123	0.000325520833333333	0.00016392099008278	0.000204918032786885	0	0.000289435600578871	0.00023043244488824	0.000154392465647676	0.000198111338572278	8.62515094014145e-05	0	0.000120293516179478	6.69612963706977e-05	0.000352816652946019	6.28160432174377e-05	0.000189699326567391	5.9028392656868e-05	0	0.000240172924505644	0	0	8.91027354539784e-05	0.000230929104764837	0.000154762825969202	0.000323834196891192	0.00018067935437244	0.000162504739721575	7.36811081638668e-05	0.000106273690176769	8.06029097650425e-05	6.99154023631406e-05	0.000188732660186845	0.000193062616641998	0.000225937641211026	5.05484506899864e-05	0.000172245507263019	0.000264939652634678
Thermoanaerobaculum	0.000274058413593297	3.73636227768644e-05	0	0.000150602409638554	0.000283446712018141	0.00097669256381798	5.75705238917674e-05	3.95335046451868e-05	0.000408895039788633	0.00202640466687135	0.00104739460591778	0.000736377025036819	4.79294478527607e-05	6.98714365567356e-05	0.000141768562821194	0.000214707461084273	0	0	4.60447555023483e-05	0.000121322414316045	0	5.35131374752502e-05	0.000142433910665451	0.000120307988450433	0.000270761613739218	0.000162720689935725	5.26620675127706e-05	0.000177383592017738	7.67224182906245e-05	0.000178475816526861	0.00013607293509321	6.37755102040816e-05	0.000256262412710616	0.000290714576428862	0.000126071608673727	0.000265146493437624	0.000229182582123759	0.000975609756097561	0.000821851583272903	0.000319744204636291	9.50028500855026e-05	3.26498628705759e-05	0.0001356300013563	4.78881333205632e-05	9.36855911560802e-05	0.000147145379635079	6.67779632721202e-05	0.00015921031682853	9.6487842531841e-05	0.000228008573122349	0.000377102345576589	6.60371128574259e-05	0.000393959290873276	0	0.000325520833333333	0.00057372346528973	0.000478142076502732	0	0.00231548480463097	0.00176664874414318	0.000578971746178786	0.00231129895000991	0.00172503018802829	6.90655432004973e-05	0.000180440274269217	6.69612963706977e-05	0.000117605550982006	9.42240648261566e-05	4.74248316418477e-05	0.000885425889853019	0.000587248322147651	0.000480345849011288	9.37031484257871e-05	0.000121750776161198	8.91027354539784e-05	0	0.000309525651938404	0.000129533678756477	0.00319200192724645	5.41682465738584e-05	0.000147362216327734	7.08491267845124e-05	0.000241808729295128	0	9.43663300934227e-05	6.43542055473325e-05	5.64844103027564e-05	0	0.000229660676350692	0.00035325287017957
Thermodesulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.781500067815e-05	9.57762666411263e-05	9.36855911560802e-05	0	0	0.00015921031682853	9.6487842531841e-05	4.56017146244699e-05	0	0	0	8.80126738250308e-05	0.000162760416666667	0.00024588148512417	0.000136612021857923	8.97666068222621e-05	9.64785335262904e-05	7.68108149627468e-05	0.000115794349235757	0	0.000258754528204244	0.000138131086400995	6.0146758089739e-05	6.69612963706977e-05	0	3.14080216087189e-05	4.74248316418477e-05	5.9028392656868e-05	8.38926174496644e-05	8.00576415018814e-05	0	0.000304376940402995	0	0	0.000116072119476902	6.47668393782383e-05	0.00018067935437244	0	0	0	8.06029097650425e-05	0	0	0.000128708411094665	0	0	0.000287075845438365	0
Thermomonas	0.000274058413593297	0.000112090868330593	0.000155726855096161	0.000150602409638554	0.000396825396825397	0.000177580466148724	0.000402993667242372	0.000276734532516308	6.29069291982512e-05	0.000122812404052809	0.000261848651479445	0.000368188512518409	0.00167753067484663	0.000209614309670207	0.00138224348750665	0.000715691536947576	0.00199485199485199	0.00262085032032615	0.000368358044018786	0.000303306035790112	0	5.35131374752502e-05	0.00327597994530538	0.000661693936477382	0.00150852899083279	0.000325441379871451	5.26620675127706e-05	0.000443458980044346	0.000460334509743747	0.00214170979832233	0.00040821880527963	0.000255102040816327	0.00140944326990839	0.000319786034071748	0.000252143217347453	0.000265146493437624	0	0.000130081300813008	0.000241721053903795	0.000319744204636291	0.00025334093356134	0.000261198902964608	0.00033907500339075	0.000239440666602816	0.000281056773468241	0.000367863449087699	0.000200333889816361	7.96051584142652e-05	0.000482439212659205	0.000273610287746819	0.000527943283807225	0.000132074225714852	0.000262639527248851	0.000968139412075339	8.13802083333333e-05	0.00016392099008278	0.000341530054644809	8.97666068222621e-05	0.000192957067052581	0.000537675704739227	0.000347383047707272	0.000396222677144555	0.000172503018802829	0.000138131086400995	0.000781907855166607	0.00435248426409535	0.00441020816182524	0.00656427651622224	0.000569097979702172	0.000472227141254944	0.000335570469798658	0.000320230566007525	0.000374812593703148	0.000243501552322396	0.000267308206361935	0.000307905473019783	0.0106399442853827	0.0022020725388601	0.00186701999518188	0.00769189101348789	0.00891541408782788	0.000814764958021892	0.00209567565389111	0.0048241627630567	0.00169859394168161	0.0109402149430465	0.00530953456845911	0.00495374816761866	0.00160762473445484	0.00144244921989991
Thermosporothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027626853301409	0.000303306035790112	0.000243724104313917	2.67565687376251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosynechococcus	0	0	0	0	0	0	5.75705238917674e-05	0	0	0	0	0	9.58588957055215e-05	0.000558971492453885	0.00024809498493709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermovirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033907500339075	0.000191552533282253	0.000281056773468241	0.000515008828722778	0.000467445742904841	7.96051584142652e-05	0.000771902740254728	0.000410415431620229	7.54204691153179e-05	0.000264148451429703	0.000262639527248851	0.000968139412075339	0.00048828125	0.00040980247520695	0.00040983606557377	0.000628366247755835	9.64785335262904e-05	0.00023043244488824	0.000385981164119191	0.000528296902859407	0.000172503018802829	0.000414393259202984	0.000180440274269217	0.000200883889112093	0.000352816652946019	0.00028267219447847	0.000237124158209238	0.00029514196328434	0.000503355704697987	0.000320230566007525	0.000187406296851574	0.000304376940402995	8.91027354539784e-05	0.000230929104764837	0.000232144238953803	0.000194300518134715	0.00018067935437244	0.000108336493147717	0.000147362216327734	0.000318821070530306	4.03014548825213e-05	0.000139830804726281	0.000188732660186845	0.000321771027736663	0.000282422051513782	0.000151645352069959	0.000344491014526038	0.000176626435089785
Thermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8680230534174e-05	0	0	0	0	5.94919388422869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69612963706977e-05	0	0	0	0	0	0	0.000187406296851574	6.0875388080599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioalkalispira	0.000234907211651398	7.47272455537289e-05	0.000155726855096161	7.53012048192771e-05	0.000170068027210884	0.000177580466148724	5.75705238917674e-05	0.00011860051393556	9.43603937973768e-05	0.000122812404052809	8.72828838264816e-05	0.000147275405007364	0.00138995398773006	0.000419228619340414	0.00024809498493709	0.000214707461084273	0.000128700128700129	0.00064065230052417	4.60447555023483e-05	0.000363967242948135	0.000243724104313917	0	8.54603463992707e-05	0.000300769971126083	0.000696244149615132	0.000244081034903588	0.000263310337563853	0.000177383592017738	0.000383612091453123	0	0.00013607293509321	0.000446428571428571	0.000512524825421231	0.00226757369614512	0.00157589510842158	0.000464006363515843	0.000381970970206264	0.000520325203252032	0.000241721053903795	0.000159872102318145	0.000285008550256508	0.00016324931435288	0.0002712600027126	0.0009098745330907	0.00168634064080944	0.00117716303708064	0.00220367278797997	0.000477630950485591	0.000578927055191046	0.00127684800948516	0.000377102345576589	0.000264148451429703	0.000262639527248851	0.000440063369125154	0.000162760416666667	0.00040980247520695	0.00211748633879781	0.00314183123877917	0.00366618427399904	0.00368691911821184	0.000192990582059595	0.000198111338572278	8.62515094014145e-05	0.00303888390082188	0.000541320822807651	0	0.000117605550982006	0	4.74248316418477e-05	0.000177085177970604	0.00075503355704698	8.00576415018814e-05	0	0.000121750776161198	0.000178205470907957	0	0.000116072119476902	0	0.00012045290291496	0.000162504739721575	0.000147362216327734	3.54245633922562e-05	0	6.99154023631406e-05	0.000188732660186845	0	5.64844103027564e-05	0	0	5.88754783632617e-05
Thioalkalivibrio	3.91512019418996e-05	0	0	7.53012048192771e-05	5.66893424036281e-05	8.87902330743618e-05	0.000115141047783535	3.95335046451868e-05	6.29069291982512e-05	0	8.72828838264816e-05	0	4.79294478527607e-05	6.98714365567356e-05	0.000141768562821194	0	0.000128700128700129	5.824111822947e-05	0	6.06612071580224e-05	8.12413681046389e-05	5.35131374752502e-05	0	0.000120307988450433	0.000154720922136696	0.000162720689935725	5.26620675127706e-05	8.86917960088692e-05	0	0	6.8036467546605e-05	6.37755102040816e-05	0	8.72143729286586e-05	6.30358043368633e-05	0.000132573246718812	0.000152788388082506	0.000130081300813008	9.6688421561518e-05	0.00010658140154543	3.16676166951675e-05	3.26498628705759e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.97666068222621e-05	0	0	0	0	0	0.000138131086400995	0.000360880548538434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiobacillus	0.00160519927961788	0.0010461814377522	0.00186872226115394	0.00240963855421687	0.00226757369614512	0.0011542730299667	0.00132412204951065	0.00217434275548527	0.0011008712609694	0.00110531163647528	0.00157109190887667	0.00184094256259205	0.00412193251533742	0.0250139742873113	0.0025518341307815	0.0054034711039542	0.00244530244530245	0.00256260920209668	0.00156552168707984	0.00139520776463452	0.00073117231294175	0.000615401080965377	0.0017661804922516	0.00246631376323388	0.00444822651143001	0.00423073793832886	0.00115856548528095	0.00141906873614191	0.000690501764615621	0.0013683145933726	0.00755204789767315	0.0180484693877551	0.0117880709846883	0.0111052968195825	0.0329046898638427	0.0183613946705555	0.00496562261268144	0.0116422764227642	0.00386753686246072	0.00170530242472689	0.00158338083475838	0.00124069478908189	0.00400108504001085	0.00244229479934872	0.0018737118231216	0.00331077104178929	0.00353923205342237	0.00326381149498487	0.00472790428406021	0.0110812166537462	0.0029413982954974	0.00336789275572872	0.00223243598161523	0.00281640556240099	0.00236002604166667	0.0016392099008278	0.00129781420765027	0.00278276481149013	0.00559575494452484	0.00391735156310008	0.0998919252740466	0.0764709766888992	0.0863377609108159	0.00179570412321293	0.00192469625887165	0.00421856167135396	0.00540985534517229	0.00314080216087189	0.00839419520060704	0.0230801015288354	0.0396812080536913	0.0279401168841566	0.0327023988005997	0.0186278687526633	0.00668270515904838	0.00438765299053191	0.00208929815058423	0.00446891191709845	0.0178872560828716	0.0377552678619793	0.0434718538166814	0.0476814623259768	0.00314351348083666	0.00580297839614067	0.00953099933943569	0.00585623270480726	0.00683461364663353	0.0108173684476571	0.0042487225124878	0.0615837503679717
Thiocapsa	0	0	0	7.53012048192771e-05	5.66893424036281e-05	4.43951165371809e-05	0	3.95335046451868e-05	3.14534645991256e-05	0	0	0	0.00100651840490798	0.000209614309670207	0.000425305688463583	0	0	0	4.60447555023483e-05	0	0	2.67565687376251e-05	0	6.01539942252166e-05	3.8680230534174e-05	0	5.26620675127706e-05	0	7.67224182906245e-05	5.94919388422869e-05	0	0	6.40656031776539e-05	0	0.00018910741301059	0.000132573246718812	7.63941940412529e-05	0.000130081300813008	4.8344210780759e-05	0.00010658140154543	0	6.52997257411519e-05	6.781500067815e-05	0	0.00018737118231216	7.35726898175397e-05	0	0	0	0	7.54204691153179e-05	0	0	8.80126738250308e-05	8.13802083333333e-05	0	0	0	0	7.68108149627468e-05	0.000385981164119191	0.00125470514429109	0.000258754528204244	0	0.000421027306628173	6.69612963706977e-05	0	0	0	0.00236113570627472	0.000167785234899329	0	9.37031484257871e-05	0	0.000267308206361935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioclava	3.91512019418996e-05	3.73636227768644e-05	0	0	0.000113378684807256	0	0	0	0	6.14062020264047e-05	0	7.36377025036819e-05	4.79294478527607e-05	6.98714365567356e-05	3.54421407052986e-05	3.57845768473788e-05	0	0	0	0	0	0	0	6.01539942252166e-05	0	0	0	0	7.67224182906245e-05	0.000118983877684574	0.00108858348074568	0.00038265306122449	0.000704721634954193	0.000610500610500611	0.00056732223903177	0.000729152856953467	0.000229182582123759	0.000455284552845528	0	0.00143884892086331	0.00114003420102603	0.00156719341778765	0.00101722501017225	0.00387893879896562	0.0014052838673412	0.0118452030606239	0.00193656093489149	0.00135328769304251	0.00173678116557314	0.000501618860869169	0.000829625160268497	0.00184903916000792	0.00190413657255417	0.00105615208590037	0.000651041666666667	0.00049176297024834	0.00116120218579235	0.000448833034111311	0	0.000307243259850987	0.000192990582059595	6.60371128574259e-05	8.62515094014145e-05	0	0.000240587032358956	0.000133922592741395	5.88027754910032e-05	3.14080216087189e-05	0	0.00029514196328434	8.38926174496644e-05	0	0	0	0.000356410941815914	0.000307905473019783	7.73814129846011e-05	6.47668393782383e-05	0.00018067935437244	0.000108336493147717	0.0002210433244916	0	0.000120904364647564	0.000139830804726281	9.43663300934227e-05	6.43542055473325e-05	5.64844103027564e-05	0	0	0.000147188695908154
Thiogranum	0	0	0.000155726855096161	7.53012048192771e-05	0	0	0	3.95335046451868e-05	0	0	0.000174565767652963	0	4.79294478527607e-05	0	3.54421407052986e-05	3.57845768473788e-05	6.43500643500643e-05	0.00017472335468841	0	6.06612071580224e-05	0	0	2.84867821330902e-05	0	3.8680230534174e-05	8.13603449678627e-05	0.000105324135025541	0	0	5.94919388422869e-05	0.00013607293509321	6.37755102040816e-05	0.00032032801588827	0.000261643118785976	0.00371911245587494	0.000464006363515843	0.013292589763178	0.00266666666666667	0.00164370316654581	5.32907007727152e-05	9.50028500855026e-05	6.52997257411519e-05	0.00291604502916045	0.00732688439804616	0.010492786209481	0.00264861683343143	0.0069449081803005	0.000398025792071326	0.000578927055191046	0.00018240685849788	0.00158382985142168	0.000726408241431685	0.00137885751805647	0.00184826615032565	0.00211588541666667	0.00311449881157282	0.0037568306010929	0.00610412926391382	0.000192957067052581	7.68108149627468e-05	0.000617569862590706	0.000264148451429703	0	0.000276262172801989	0.000842054613256346	0	0.000117605550982006	0.000125632086434875	0	0.000236113570627472	8.38926174496644e-05	0.000160115283003763	0	6.0875388080599e-05	0.000178205470907957	7.69763682549457e-05	7.73814129846011e-05	0	0.00018067935437244	0.000108336493147717	0	0.000177122816961281	4.03014548825213e-05	0.000139830804726281	0.000283098990280268	0.000128708411094665	0.000112968820605513	0.000101096901379973	0.000114830338175346	8.83132175448925e-05
Thiohalocapsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54421407052986e-05	0	0	0	4.60447555023483e-05	0	0	0	0	0	0	0	0	0	0	5.94919388422869e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83060109289617e-05	0	0	0	0	0	0	0	0	0	0	0	4.74248316418477e-05	0.000118056785313736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94377391816309e-05
Thiohalophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12413681046389e-05	0	0	0	3.8680230534174e-05	0	0	0	0	0	0	0	0	5.81429152857724e-05	0	0	0	0	9.6688421561518e-05	0	3.16676166951675e-05	0	0	0	0	0	0	7.96051584142652e-05	0	0	0	0	6.56598818122127e-05	0	0	8.19604950413901e-05	0	0	0	0	7.71962328238382e-05	0	0	0	6.0146758089739e-05	0	0	0	0	5.9028392656868e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomicrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318877551020408	0	8.72143729286586e-05	0	0.000397719740156436	0	0	0	0	0	0	0	0	0	0	0	7.96051584142652e-05	0	0	0	0	0	8.80126738250308e-05	0	0	0	0	0	0	0	0	0	0.00179570412321293	0.000240587032358956	0	0	0	0	0	0	8.00576415018814e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43542055473325e-05	0	5.05484506899864e-05	0	0
Thiomonas	7.83024038837992e-05	3.73636227768644e-05	0	7.53012048192771e-05	0	0	5.75705238917674e-05	3.95335046451868e-05	0	0	0	7.36377025036819e-05	0	0.000139742873113471	3.54421407052986e-05	0	0	0	0	6.06612071580224e-05	8.12413681046389e-05	0	2.84867821330902e-05	6.01539942252166e-05	0	0	0	0	7.67224182906245e-05	5.94919388422869e-05	0	0	0	0	0	0	0	0.000130081300813008	4.8344210780759e-05	0	3.16676166951675e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiothrix	0	0	0	0	5.66893424036281e-05	0	0	0	0	0	0	0	0	0	3.54421407052986e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30358043368633e-05	0	7.63941940412529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tolumonas	0	0	0	0	0	0	0	0	3.14534645991256e-05	0	0	0	0	0	0	0	0.000128700128700129	0	4.60447555023483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8344210780759e-05	0	0	0	0	0	9.36855911560802e-05	7.35726898175397e-05	0	0	0	0	7.54204691153179e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153952736509891	0	0	6.02264514574801e-05	0	0	3.54245633922562e-05	0	0	0	0	0	0	0	0
Treponema	3.91512019418996e-05	0	7.78634275480807e-05	0	0	0	0	0	0	0	0	0	4.79294478527607e-05	0	0	0	0	0	0	0	0	0	0	6.01539942252166e-05	7.7360461068348e-05	0	5.26620675127706e-05	0	0	0	0	0	0	2.90714576428862e-05	6.30358043368633e-05	0	0	0	0	5.32907007727152e-05	0	0	0	0	0	7.35726898175397e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43542055473325e-05	0	0	0	0
Treponema 2	3.91512019418996e-05	0	0	0	0	0	0	7.90670092903736e-05	0	6.14062020264047e-05	8.72828838264816e-05	0	0.000191717791411043	0.000139742873113471	3.54421407052986e-05	3.57845768473788e-05	6.43500643500643e-05	0.00017472335468841	0.000184179022009393	6.06612071580224e-05	8.12413681046389e-05	0	2.84867821330902e-05	0	3.8680230534174e-05	0	0	0	0	0.000178475816526861	0	0	6.40656031776539e-05	5.81429152857724e-05	6.30358043368633e-05	0	0	0	0	0	0	3.26498628705759e-05	6.781500067815e-05	4.78881333205632e-05	0	0	0	7.96051584142652e-05	0	9.12034292489398e-05	0	0	0	0	0	0	0	0	0	0	0.000154392465647676	0	0	0	6.0146758089739e-05	0.000401767778224186	0.00017640832647301	9.42240648261566e-05	0.000474248316418477	0.000177085177970604	8.38926174496644e-05	8.00576415018814e-05	0	0	0	0.000153952736509891	0	0.000129533678756477	0	0.000433345972590867	7.36811081638668e-05	7.08491267845124e-05	0	0	0	0	0	0	5.7415169087673e-05	2.94377391816309e-05
Tropicimonas	0.000234907211651398	0.000112090868330593	0.000233590282644242	0.000225903614457831	0.000283446712018141	8.87902330743618e-05	0.000115141047783535	0.00011860051393556	0.000157267322995628	0.000184218606079214	0.000436414419132408	0.000294550810014728	0.00340299079754601	0.0029346003353829	0.00326067694488747	0.000465199499015924	0.000965250965250965	0.00081537565521258	0.000414402799521135	6.06612071580224e-05	0.000243724104313917	0.0001070262749505	0.000113947128532361	0.000601539942252166	0.000425482535875914	0.000325441379871451	0.000210648270051082	0.000354767184035477	0.000383612091453123	0.000297459694211434	0.000748401143012655	0.00038265306122449	0.000512524825421231	0.000784929356357928	0.00371911245587494	0.0123955985682089	0.0027501909854851	0.0148292682926829	0.0124728063814358	0.00138555822009059	0.000601684717208183	0.000783596708893823	0.0008137800081378	0.000957762666411263	0.0018737118231216	0.00103001765744556	0.0010016694490818	0.000398025792071326	0.000192975685063682	0.00018240685849788	0.000829625160268497	0.000594334015716833	0.000656598818122127	0.000352050695300123	0.00113932291666667	0.00090156544545529	0.000204918032786885	0.000628366247755835	9.64785335262904e-05	0.000384054074813734	0.000810560444650301	0.000528296902859407	0.00094876660341556	0.00179570412321293	0.00336821845302538	0	5.88027754910032e-05	9.42240648261566e-05	9.48496632836953e-05	0.00153473820907857	0.00100671140939597	0.00224161396205268	0.00065592203898051	0.000426127716564193	0.000801924619085806	7.69763682549457e-05	7.73814129846011e-05	0.000129533678756477	6.02264514574801e-05	0.000108336493147717	0.000147362216327734	0.000141698253569025	8.06029097650425e-05	0.000838984828357687	0.000283098990280268	0.000193062616641998	5.64844103027564e-05	0.000101096901379973	0.000114830338175346	0.000235501913453047
